PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,RankDiff,OddsDiff,OddsRatio
Johnson S.,Lacko L.,52,94,1,1.41,3.64,1.34,3.21,3,0,3,42,1.8699999999999999,0.41744548286604366
De Schepper K.,Smith J.P.,163,160,1,1.61,2.52,1.55,2.41,1,0,1,-3,0.8600000000000001,0.6431535269709543
Broady L.,Matosevic M.,182,138,1,3.0,1.48,2.75,1.43,1,0,1,-44,-1.32,1.9230769230769231
Chung H.,Herbert P.H.,79,151,0,2.7,1.6,2.45,1.53,0,2,-2,72,-0.9200000000000002,1.6013071895424837
Gabashvili T.,Zverev A.,53,74,0,2.81,1.56,2.68,1.46,0,1,-1,21,-1.2200000000000002,1.8356164383561646
Klizan M.,Verdasco F.,39,43,0,3.75,1.33,3.52,1.29,1,2,-1,4,-2.23,2.7286821705426356
Hewitt L.,Nieminen J.,118,92,0,1.61,2.55,1.55,2.4,5,1,4,-26,0.8499999999999999,0.6458333333333334
Djokovic N.,Federer R.,2,4,1,1.75,2.53,1.63,2.31,28,22,6,2,0.6800000000000002,0.7056277056277056
Federer R.,Raonic M.,4,9,1,1.47,3.4,1.38,3.06,12,3,9,5,1.6800000000000002,0.4509803921568627
Dimitrov G.,Djokovic N.,13,2,0,4.45,1.32,3.98,1.25,1,13,-12,-11,-2.73,3.184
Cilic M.,Djokovic N.,29,2,0,9.65,1.12,7.7,1.09,2,18,-16,-27,-6.61,7.064220183486238
Dimitrov G.,Murray A.,13,5,1,4.5,1.3,3.94,1.25,5,8,-3,-8,-2.69,3.152
Federer R.,Wawrinka S.,4,3,1,1.35,4.0,1.3,3.58,24,3,21,-1,2.2800000000000002,0.36312849162011174
Kyrgios N.,Raonic M.,144,9,0,3.5,1.4,3.11,1.37,3,4,-1,-135,-1.7399999999999998,2.2700729927007295
Kyrgios N.,Nadal R.,144,1,1,10.4,1.09,8.83,1.06,4,6,-2,-143,-7.77,8.330188679245282
Nishikori K.,Raonic M.,12,9,0,2.1,1.99,1.96,1.83,4,2,2,-3,-0.1299999999999999,1.07103825136612
Federer R.,Robredo T.,4,22,1,1.06,16.0,1.04,11.09,11,1,10,18,10.05,0.09377817853922453
Lopez F.,Wawrinka S.,26,3,0,2.43,1.67,2.28,1.63,3,5,-2,-23,-0.6499999999999999,1.3987730061349692
Dimitrov G.,Mayer L.,13,64,1,1.15,10.65,1.11,6.75,1,0,1,51,5.64,0.16444444444444445
Isner J.,Lopez F.,11,26,0,2.25,1.79,2.11,1.72,5,3,2,15,-0.3899999999999999,1.2267441860465116
Bolelli S.,Nishikori K.,132,12,0,9.6,1.1,7.85,1.08,0,3,-3,-120,-6.77,7.268518518518517
Djokovic N.,Tsonga J.W.,2,17,1,1.14,8.5,1.09,7.03,16,7,9,15,5.94,0.155049786628734
Istomin D.,Wawrinka S.,45,3,0,3.32,1.45,2.93,1.39,1,3,-2,-42,-1.5400000000000003,2.1079136690647484
Anderson K.,Murray A.,18,5,0,14.85,1.07,10.38,1.05,2,6,-4,-13,-9.33,9.885714285714286
Chardy J.,Cilic M.,42,29,0,3.7,1.34,3.46,1.31,3,4,-1,-13,-2.15,2.6412213740458013
Kyrgios N.,Vesely J.,144,68,1,1.87,2.15,1.79,2.0,1,0,1,-76,0.20999999999999996,0.895
Federer R.,Giraldo S.,4,35,1,1.03,23.5,1.02,14.3,2,0,2,31,13.280000000000001,0.07132867132867132
Kubot L.,Raonic M.,72,9,0,8.0,1.13,6.84,1.11,0,1,-1,-63,-5.7299999999999995,6.162162162162161
Kukushkin M.,Nadal R.,63,1,0,17.05,1.05,11.89,1.04,0,4,-4,-62,-10.850000000000001,11.432692307692308
Janowicz J.,Robredo T.,25,22,0,1.97,2.05,1.83,1.95,0,1,-1,-3,0.11999999999999988,0.9384615384615386
Kuznetsov An.,Mayer L.,118,64,0,1.93,2.1,1.82,1.96,0,2,-2,-54,0.1399999999999999,0.9285714285714286
Djokovic N.,Simon G.,2,44,1,1.05,21.0,1.03,14.46,10,1,9,42,13.430000000000001,0.07123098201936376
Tsonga J.W.,Wang J.,17,147,1,1.2,6.0,1.16,5.16,1,0,1,130,4.0,0.22480620155038758
Berdych T.,Cilic M.,6,29,0,1.71,2.55,1.63,2.26,5,6,-1,23,0.6299999999999999,0.7212389380530974
Lopez F.,Pavic A.,26,163,1,1.17,6.7,1.14,5.53,1,0,1,137,4.390000000000001,0.20614828209764915
Bautista R.,Murray A.,23,5,0,14.15,1.07,9.67,1.05,0,2,-2,-18,-8.62,9.209523809523809
Chardy J.,Stakhovsky S.,42,90,1,2.2,1.84,2.1,1.73,2,0,2,48,-0.3700000000000001,1.2138728323699424
Hewitt L.,Janowicz J.,48,25,0,1.77,2.37,1.66,2.21,0,1,-1,-23,0.55,0.751131221719457
Dimitrov G.,Dolgopolov O.,13,19,1,1.38,3.6,1.32,3.36,5,1,4,6,2.04,0.3928571428571429
Anderson K.,Fognini F.,18,15,1,1.34,3.8,1.3,3.44,4,1,3,-3,2.1399999999999997,0.37790697674418605
Giraldo S.,Granollers M.,35,224,1,2.0,1.98,1.89,1.89,3,1,2,189,0.0,1.0
Dancevic F.,Kukushkin M.,107,63,0,1.77,2.4,1.65,2.21,1,2,-1,-44,0.56,0.746606334841629
Raonic M.,Sock J.,9,77,1,1.23,5.62,1.18,4.71,8,4,4,68,3.5300000000000002,0.2505307855626327
Kudla D.,Nishikori K.,136,12,0,10.25,1.1,8.14,1.07,0,2,-2,-124,-7.07,7.607476635514018
Mannarino A.,Robredo T.,81,22,0,2.2,1.83,2.08,1.73,0,2,-2,-59,-0.3500000000000001,1.2023121387283238
Istomin D.,Reister J.,45,110,1,1.2,5.4,1.17,4.84,2,1,1,65,3.67,0.24173553719008264
Isner J.,Nieminen J.,11,62,1,1.37,3.51,1.32,3.33,5,0,5,51,2.01,0.3963963963963964
Federer R.,Muller G.,4,103,1,1.08,12.0,1.06,9.58,5,0,5,99,8.52,0.11064718162839249
Nadal R.,Rosol L.,1,52,1,1.1,9.4,1.08,7.77,4,1,3,51,6.6899999999999995,0.13899613899613902
Lu Y.H.,Wawrinka S.,47,3,0,6.75,1.15,5.98,1.12,0,1,-1,-44,-4.86,5.339285714285714
Kubot L.,Lajovic D.,72,84,1,1.5,3.0,1.46,2.7,1,0,1,12,1.2400000000000002,0.5407407407407407
Monfils G.,Vesely J.,21,68,0,1.33,3.8,1.29,3.52,2,1,1,47,2.23,0.36647727272727276
Bolelli S.,Kohlschreiber P.,132,28,1,7.5,1.18,5.68,1.13,2,2,0,-104,-4.55,5.0265486725663715
Querrey S.,Tsonga J.W.,67,17,0,3.5,1.4,3.18,1.34,4,4,0,-50,-1.84,2.373134328358209
Gasquet R.,Kyrgios N.,14,144,0,1.3,4.5,1.24,3.95,5,2,3,130,2.71,0.3139240506329114
Bautista R.,Hernych J.,23,285,1,1.26,5.0,1.21,4.32,1,0,1,262,3.1100000000000003,0.28009259259259256
Murray A.,Rola B.,5,92,1,1.02,49.0,1.01,22.05,1,0,1,87,21.04,0.04580498866213152
Gulbis E.,Stakhovsky S.,10,90,0,1.38,3.56,1.32,3.35,2,2,0,80,2.0300000000000002,0.3940298507462687
Haase R.,Simon G.,53,44,0,2.55,1.69,2.29,1.61,1,4,-3,-9,-0.6799999999999999,1.4223602484472049
Wang J.,Youzhny M.,147,16,1,4.5,1.27,4.27,1.21,1,0,1,-131,-3.0599999999999996,3.5289256198347103
Berdych T.,Tomic B.,6,86,1,1.29,4.33,1.25,3.85,5,0,5,80,2.6,0.3246753246753247
Cilic M.,Haider-Maurer A.,29,95,1,1.08,11.75,1.06,9.02,1,1,0,66,7.959999999999999,0.11751662971175167
Dimitrov G.,Saville L.,13,236,1,1.04,22.9,1.03,13.21,1,0,1,223,12.180000000000001,0.07797123391370174
Fognini F.,Puetz T.,15,251,1,1.37,3.6,1.3,3.43,1,0,1,236,2.13,0.3790087463556851
Becker B.,Dolgopolov O.,65,19,0,3.05,1.53,2.77,1.44,1,2,-1,-46,-1.33,1.9236111111111112
Anderson K.,Roger-Vasselin E.,18,50,1,1.44,3.22,1.4,2.9,2,1,1,32,1.5,0.48275862068965514
Baghdatis M.,Mayer L.,119,64,0,1.52,3.25,1.46,2.68,1,3,-2,-55,1.2200000000000002,0.544776119402985
Djokovic N.,Stepanek R.,2,38,1,1.04,19.0,1.03,13.13,12,1,11,36,12.100000000000001,0.07844630616907844
Ferrer D.,Kuznetsov An.,7,118,0,1.11,10.0,1.08,7.74,0,1,-1,111,6.66,0.13953488372093023
Chardy J.,Matosevic M.,42,58,1,2.15,1.83,2.07,1.74,1,0,1,16,-0.32999999999999985,1.189655172413793
Kubot L.,Struff J.L.,72,66,1,2.44,1.75,2.23,1.64,1,0,1,-6,-0.5900000000000001,1.3597560975609757
Ebden M.,Raonic M.,85,9,0,7.0,1.15,6.12,1.12,0,2,-2,-76,-5.0,5.4642857142857135
Kukushkin M.,Sela D.,63,101,1,2.3,1.83,2.12,1.7,1,1,0,38,-0.42000000000000015,1.2470588235294118
Mannarino A.,Riba P.,81,82,1,1.1,9.76,1.08,7.7,3,0,3,1,6.62,0.14025974025974028
Kohlschreiber P.,Sijsling I.,28,59,1,1.31,4.0,1.27,3.71,1,3,-2,31,2.44,0.3423180592991914
Sousa J.,Wawrinka S.,41,3,0,5.0,1.27,4.27,1.21,0,4,-4,-38,-3.0599999999999996,3.5289256198347103
Federer R.,Lorenzi P.,4,83,1,1.01,51.5,1.01,22.88,1,0,1,79,21.869999999999997,0.04414335664335665
Falla A.,Pavic A.,55,163,0,1.36,3.6,1.31,3.39,0,1,-1,108,2.08,0.3864306784660767
Isner J.,Smethurst D.,11,234,1,1.06,13.25,1.04,10.91,1,0,1,223,9.870000000000001,0.09532538955087076
Lopez F.,Sugita Y.,26,145,1,1.1,11.25,1.06,8.81,1,0,1,119,7.75,0.12031782065834279
Dancevic F.,Karlovic I.,107,32,1,3.44,1.4,3.19,1.35,1,1,0,-75,-1.8399999999999999,2.3629629629629627
Benneteau J.,Muller G.,46,103,0,1.91,2.1,1.77,2.03,3,2,1,57,0.2599999999999998,0.8719211822660099
Delbonis F.,Nieminen J.,37,62,0,5.25,1.24,4.42,1.2,0,1,-1,25,-3.2199999999999998,3.6833333333333336
De Schepper K.,Nishikori K.,73,12,0,7.18,1.15,6.13,1.12,0,1,-1,-61,-5.01,5.473214285714285
Jaziri M.,Monfils G.,121,21,0,9.85,1.12,7.44,1.09,0,1,-1,-100,-6.3500000000000005,6.825688073394495
Gimeno-Traver D.,Giraldo S.,96,35,0,4.8,1.25,4.24,1.21,1,4,-3,-61,-3.0300000000000002,3.504132231404959
Estrella Burgos V.,Vesely J.,91,68,0,5.24,1.23,4.44,1.2,0,1,-1,-23,-3.24,3.7000000000000006
Klizan M.,Nadal R.,51,1,0,9.16,1.12,6.93,1.1,1,3,-2,-50,-5.83,6.299999999999999
Herbert P.H.,Sock J.,130,77,0,2.25,1.74,2.15,1.68,0,3,-3,-53,-0.47,1.2797619047619047
Lacko L.,Robredo T.,88,22,0,2.63,1.61,2.42,1.55,0,1,-1,-66,-0.8699999999999999,1.5612903225806452
Istomin D.,Tursunov D.,45,31,1,1.54,3.0,1.44,2.74,4,3,1,-14,1.3000000000000003,0.5255474452554744
Paire B.,Rosol L.,71,52,0,2.45,1.67,2.3,1.61,2,2,0,-19,-0.6899999999999997,1.4285714285714284
Granollers M.,Mahut N.,224,54,1,3.1,1.51,2.8,1.42,2,0,2,-170,-1.38,1.971830985915493
Hewitt L.,Przysiezny M.,48,120,1,1.15,8.6,1.12,6.28,1,0,1,72,5.16,0.178343949044586
Kyrgios N.,Robert S.,144,78,1,1.38,3.83,1.32,3.34,1,0,1,-66,2.0199999999999996,0.3952095808383234
Klahn B.,Querrey S.,75,67,0,6.03,1.24,5.02,1.17,0,2,-2,-8,-3.8499999999999996,4.2905982905982905
Ilhan M.,Kudla D.,151,136,0,2.8,1.59,2.56,1.5,0,1,-1,-15,-1.06,1.7066666666666668
Bolelli S.,Ito T.,132,129,1,1.59,2.65,1.51,2.53,1,0,1,-3,1.0199999999999998,0.5968379446640316
Devvarman S.,Janowicz J.,125,25,0,7.04,1.17,6.01,1.13,0,2,-2,-100,-4.88,5.318584070796461
Garcia-Lopez G.,Lajovic D.,34,84,0,1.33,4.0,1.28,3.62,0,2,-2,50,2.34,0.35359116022099446
Melzer J.,Tsonga J.W.,49,17,0,4.34,1.3,3.92,1.25,0,6,-6,-32,-2.67,3.136
Duckworth J.,Gasquet R.,161,14,0,7.0,1.17,5.92,1.13,0,2,-2,-147,-4.79,5.238938053097345
Lu Y.H.,Nedovyesov A.,47,102,1,1.24,5.65,1.19,4.57,1,0,1,55,3.3800000000000003,0.2603938730853391
Reister J.,Russell M.,110,94,1,1.52,2.95,1.45,2.7,1,0,1,-16,1.2500000000000002,0.537037037037037
Matosevic M.,Verdasco F.,58,24,1,3.2,1.51,2.75,1.44,2,2,0,-34,-1.31,1.9097222222222223
Cuevas P.,Stepanek R.,112,38,0,9.0,1.11,7.29,1.09,1,2,-1,-74,-6.2,6.6880733944954125
Donskoy E.,Tomic B.,114,86,0,6.87,1.17,5.61,1.14,0,1,-1,-28,-4.470000000000001,4.921052631578948
Becker B.,Young D.,65,69,1,1.63,2.65,1.55,2.44,1,0,1,4,0.8899999999999999,0.6352459016393442
Berlocq C.,Stakhovsky S.,43,90,0,3.5,1.4,3.29,1.32,0,3,-3,47,-1.97,2.492424242424242
Andujar P.,Rola B.,80,92,0,2.6,1.7,2.32,1.6,1,1,0,12,-0.7199999999999998,1.4499999999999997
Ward J.,Youzhny M.,154,16,0,5.5,1.26,4.36,1.21,0,2,-2,-138,-3.1500000000000004,3.6033057851239674
Gonzalez A.,Wang J.,76,147,0,4.5,1.27,4.13,1.22,0,1,-1,71,-2.91,3.3852459016393444
Goffin D.,Murray A.,105,5,0,16.0,1.05,12.43,1.03,1,7,-6,-100,-11.4,12.067961165048542
Dimitrov G.,Harrison R.,13,150,1,1.1,10.0,1.08,8.01,4,1,3,137,6.93,0.13483146067415733
Roger-Vasselin E.,Volandri F.,50,117,1,1.03,34.0,1.02,16.55,1,0,1,67,15.530000000000001,0.06163141993957704
Dolgopolov O.,Groth S.,19,124,1,1.54,2.88,1.46,2.67,2,1,1,105,1.21,0.5468164794007491
Edmund K.,Haider-Maurer A.,320,95,0,1.6,2.66,1.51,2.53,0,1,-1,-225,1.0199999999999998,0.5968379446640316
Kravchuk K.,Simon G.,221,44,0,7.5,1.15,6.08,1.12,0,1,-1,-177,-4.96,5.428571428571428
Anderson K.,Bedene A.,18,140,1,1.13,7.5,1.11,6.37,2,1,1,122,5.26,0.17425431711145997
Gulbis E.,Zopp J.,10,272,1,1.05,17.0,1.03,12.3,2,0,2,262,11.270000000000001,0.08373983739837398
Haase R.,Pospisil V.,53,33,1,1.95,2.1,1.85,1.93,2,2,0,-20,0.07999999999999985,0.9585492227979275
Cilic M.,Mathieu P.H.,29,89,1,1.21,5.25,1.18,4.8,5,3,2,60,3.62,0.24583333333333332
Carreno-Busta P.,Ferrer D.,60,7,0,11.0,1.11,8.37,1.07,0,1,-1,-53,-7.299999999999999,7.822429906542055
Gabashvili T.,Puetz T.,61,251,0,3.5,1.57,3.16,1.35,0,1,-1,190,-1.81,2.3407407407407406
Saville L.,Thiem D.,236,57,1,3.05,1.5,2.83,1.42,1,0,1,-179,-1.4100000000000001,1.9929577464788735
Berdych T.,Hanescu V.,6,104,1,1.05,21.0,1.03,12.72,3,0,3,98,11.690000000000001,0.0809748427672956
Djokovic N.,Golubev A.,2,56,1,1.02,35.0,1.01,19.63,4,0,4,54,18.619999999999997,0.05145185939887927
Chardy J.,Cox D.,42,214,1,1.08,13.0,1.06,9.4,1,0,1,172,8.34,0.1127659574468085
Evans D.,Kuznetsov An.,143,118,0,2.38,1.69,2.24,1.63,1,1,0,-25,-0.6100000000000003,1.374233128834356
Bautista R.,Johnson S.,23,70,1,1.47,3.2,1.4,2.88,4,0,4,47,1.48,0.4861111111111111
Baghdatis M.,Brown D.,119,79,1,1.77,2.3,1.69,2.14,4,0,4,-40,0.4500000000000002,0.7897196261682242
Hernych J.,Kamke T.,285,87,1,2.7,1.63,2.51,1.52,1,0,1,-198,-0.9899999999999998,1.651315789473684
Mayer L.,Seppi A.,64,36,1,3.6,1.4,3.36,1.31,1,4,-3,-28,-2.05,2.564885496183206
Fognini F.,Kuznetsov Al.,15,148,1,1.33,4.14,1.26,3.79,1,0,1,133,2.5300000000000002,0.3324538258575198
Djokovic N.,Murray A.,1,2,0,1.67,2.64,1.58,2.4,26,10,16,1,0.8199999999999998,0.6583333333333334
Janowicz J.,Murray A.,22,2,0,5.7,1.26,4.67,1.2,1,3,-2,-20,-3.4699999999999998,3.8916666666666666
Del Potro J.M.,Djokovic N.,8,1,0,6.6,1.2,5.62,1.14,1,16,-15,-7,-4.48,4.929824561403509
Del Potro J.M.,Ferrer D.,8,4,1,2.36,1.8,2.13,1.71,7,5,2,-4,-0.41999999999999993,1.2456140350877192
Janowicz J.,Kubot L.,22,130,1,1.26,5.0,1.22,4.33,1,0,1,108,3.1100000000000003,0.28175519630484985
Murray A.,Verdasco F.,2,54,1,1.1,10.5,1.08,8.39,13,4,9,52,7.3100000000000005,0.12872467222884387
Berdych T.,Djokovic N.,6,1,0,7.94,1.15,6.41,1.12,3,23,-20,-5,-5.29,5.723214285714286
Murray A.,Youzhny M.,2,26,1,1.09,12.55,1.06,9.67,4,0,4,24,8.61,0.10961737331954499
De Schepper K.,Verdasco F.,80,54,0,5.1,1.25,4.46,1.2,0,2,-2,-26,-3.26,3.716666666666667
Djokovic N.,Haas T.,1,13,1,1.15,7.5,1.11,6.49,6,3,3,12,5.38,0.17103235747303544
Del Potro J.M.,Seppi A.,8,28,1,1.32,4.4,1.27,3.75,2,0,2,20,2.48,0.33866666666666667
Dodig I.,Ferrer D.,49,4,0,3.95,1.4,3.31,1.33,0,4,-4,-45,-1.98,2.488721804511278
Berdych T.,Tomic B.,6,59,1,1.45,3.5,1.39,2.99,5,0,5,53,1.6000000000000003,0.4648829431438126
Janowicz J.,Melzer J.,22,37,1,1.32,4.65,1.25,3.97,1,1,0,15,2.72,0.3148614609571788
Kubot L.,Mannarino A.,130,111,1,1.73,2.46,1.63,2.26,1,0,1,-19,0.6299999999999999,0.7212389380530974
Dolgopolov O.,Ferrer D.,24,4,0,3.4,1.49,2.86,1.42,4,10,-6,-20,-1.44,2.0140845070422535
Chardy J.,Djokovic N.,25,1,0,24.5,1.05,15.1,1.02,0,14,-14,-24,-14.08,14.80392156862745
Gulbis E.,Verdasco F.,39,54,0,1.73,2.48,1.63,2.26,1,4,-3,15,0.6299999999999999,0.7212389380530974
Troicki V.,Youzhny M.,44,26,0,2.41,1.74,2.26,1.63,3,4,-1,-18,-0.6299999999999999,1.3865030674846626
Del Potro J.M.,Zemlja G.,8,55,1,1.13,9.6,1.08,7.86,2,0,2,47,6.78,0.13740458015267176
De Schepper K.,Monaco J.,80,20,1,3.35,1.48,2.85,1.42,1,0,1,-60,-1.4300000000000002,2.007042253521127
Dodig I.,Sijsling I.,49,64,1,1.97,2.05,1.83,1.94,1,0,1,15,0.10999999999999988,0.943298969072165
Haas T.,Lopez F.,13,32,1,1.53,2.88,1.48,2.65,3,1,2,19,1.17,0.5584905660377358
Gasquet R.,Tomic B.,9,59,0,1.45,3.35,1.39,2.97,8,2,6,50,1.5800000000000003,0.46801346801346794
Anderson K.,Berdych T.,23,6,0,5.6,1.22,4.73,1.19,0,12,-12,-17,-3.5400000000000005,3.974789915966387
Kubot L.,Paire B.,130,27,1,4.05,1.37,3.37,1.32,1,4,-3,-103,-2.05,2.553030303030303
Nishikori K.,Seppi A.,11,28,0,1.4,3.45,1.35,3.19,3,2,1,17,1.8399999999999999,0.42319749216300945
Dolgopolov O.,Giraldo S.,24,91,1,1.45,3.4,1.37,3.08,3,1,2,67,1.71,0.4448051948051948
Murray A.,Robredo T.,2,29,1,1.05,17.5,1.03,12.61,6,2,4,27,11.58,0.0816812053925456
Brown D.,Mannarino A.,189,111,0,1.76,2.46,1.67,2.18,0,1,-1,-78,0.5100000000000002,0.7660550458715596
Almagro N.,Janowicz J.,16,22,0,2.34,1.83,2.07,1.74,1,1,0,6,-0.32999999999999985,1.189655172413793
Haas T.,Wang J.,13,151,1,1.07,13.0,1.04,11.02,1,0,1,138,9.98,0.09437386569872959
Melzer J.,Stakhovsky S.,37,116,1,2.25,1.91,2.0,1.78,1,0,1,79,-0.21999999999999997,1.1235955056179776
Bautista R.,Ferrer D.,60,4,0,7.5,1.15,6.47,1.11,0,2,-2,-56,-5.359999999999999,5.828828828828828
Chardy J.,Struff J.L.,25,115,1,1.31,4.01,1.27,3.7,3,3,0,90,2.43,0.34324324324324323
Dimitrov G.,Zemlja G.,31,55,0,1.21,5.7,1.17,5.04,0,1,-1,24,3.87,0.23214285714285712
Berdych T.,Brands D.,6,57,1,1.09,11.0,1.06,9.42,2,0,2,51,8.36,0.11252653927813164
Blake J.,Tomic B.,87,59,0,3.0,1.59,2.58,1.49,0,1,-1,-28,-1.09,1.731543624161074
Djokovic N.,Reynolds B.,1,156,1,1.02,46.0,1.01,21.52,1,0,1,155,20.509999999999998,0.046933085501858735
Mayer L.,Nishikori K.,84,11,0,9.16,1.12,7.25,1.09,0,3,-3,-73,-6.16,6.651376146788991
Raonic M.,Sijsling I.,15,64,0,1.5,3.48,1.38,3.0,0,1,-1,49,1.62,0.45999999999999996
Dodig I.,Kudla D.,49,105,1,1.45,3.5,1.4,2.92,1,0,1,56,1.52,0.4794520547945205
Del Potro J.M.,Levine J.,8,112,1,1.06,18.0,1.03,12.56,3,0,3,104,11.530000000000001,0.08200636942675159
Anderson K.,Przysiezny M.,23,127,1,1.15,8.0,1.11,6.51,1,0,1,104,5.3999999999999995,0.17050691244239632
Lopez F.,Mathieu P.H.,32,82,1,1.27,5.0,1.21,4.41,5,5,0,50,3.2,0.2743764172335601
Llodra M.,Seppi A.,53,28,0,1.62,2.55,1.57,2.38,3,2,1,-25,0.8099999999999998,0.6596638655462186
Gasquet R.,Soeda G.,9,129,1,1.06,17.5,1.03,12.47,2,0,2,120,11.440000000000001,0.08259823576583801
Cilic M.,De Schepper K.,12,80,0,1.1,10.0,1.08,8.26,0,1,-1,68,7.18,0.13075060532687652
Lu Y.H.,Murray A.,75,2,0,66.0,1.02,21.16,1.01,0,4,-4,-73,-20.15,20.95049504950495
Mahut N.,Robredo T.,124,29,0,1.45,3.35,1.4,2.92,2,3,-1,-95,1.52,0.4794520547945205
Benneteau J.,Verdasco F.,33,54,0,2.3,1.83,2.05,1.75,0,5,-5,21,-0.2999999999999998,1.1714285714285713
Paire B.,Robert S.,27,165,1,1.27,4.95,1.24,4.04,1,0,1,138,2.8,0.3069306930693069
Janowicz J.,Stepanek R.,22,45,1,1.83,2.38,1.7,2.13,1,0,1,23,0.42999999999999994,0.7981220657276995
Isner J.,Mannarino A.,21,111,0,1.25,5.9,1.19,4.58,8,2,6,90,3.39,0.259825327510917
Kuznetsov An.,Troicki V.,78,44,0,3.75,1.45,2.96,1.39,1,3,-2,-34,-1.57,2.129496402877698
Darcis S.,Kubot L.,135,130,0,1.85,2.1,1.77,2.02,0,1,-1,-5,0.25,0.8762376237623762
Gulbis E.,Tsonga J.W.,39,7,1,4.95,1.25,4.24,1.22,3,3,0,-32,-3.0200000000000005,3.475409836065574
Monaco J.,Ram R.,20,86,1,1.3,4.8,1.26,3.8,1,0,1,66,2.54,0.3315789473684211
Melzer J.,Reister J.,37,121,1,1.58,2.68,1.55,2.44,1,0,1,84,0.8899999999999999,0.6352459016393442
Brown D.,Hewitt L.,189,70,1,10.5,1.15,6.6,1.11,1,0,1,-119,-5.489999999999999,5.945945945945945
Almagro N.,Rufin G.,16,85,1,1.18,6.7,1.15,5.37,2,0,2,69,4.220000000000001,0.2141527001862197
Pospisil V.,Youzhny M.,103,26,0,7.5,1.15,6.06,1.12,0,2,-2,-77,-4.9399999999999995,5.410714285714285
Federer R.,Stakhovsky S.,3,116,0,1.01,61.0,1.01,22.96,1,1,0,113,21.95,0.043989547038327526
Berdych T.,Klizan M.,6,36,1,1.06,17.5,1.04,11.17,4,0,4,30,10.129999999999999,0.09310653536257833
Bolelli S.,Dimitrov G.,89,31,0,18.0,1.06,11.63,1.04,0,3,-3,-58,-10.59,11.182692307692308
Kavcic B.,Struff J.L.,132,115,0,3.25,1.5,2.88,1.4,0,1,-1,-17,-1.48,2.0571428571428574
Blake J.,De Bakker T.,87,93,1,1.85,2.24,1.7,2.12,1,0,1,6,0.42000000000000015,0.8018867924528301
Bedene A.,Mayer L.,90,84,0,1.65,2.56,1.56,2.39,0,1,-1,-6,0.8300000000000001,0.6527196652719666
Anderson K.,Rochus O.,23,143,1,1.18,6.83,1.14,5.53,2,0,2,120,4.390000000000001,0.20614828209764915
Ebden M.,Nishikori K.,110,11,0,5.9,1.2,4.99,1.17,0,3,-3,-99,-3.8200000000000003,4.264957264957266
Bautista R.,Gabashvili T.,60,137,1,1.67,2.95,1.54,2.44,3,0,3,77,0.8999999999999999,0.6311475409836066
Lopez F.,Simon G.,32,17,1,1.68,2.46,1.62,2.28,6,3,3,-15,0.6599999999999997,0.7105263157894738
Llodra M.,Nieminen J.,53,38,1,1.57,2.86,1.5,2.54,2,1,1,-15,1.04,0.5905511811023622
Dolgopolov O.,Elias G.,24,122,1,1.1,12.0,1.07,8.87,1,0,1,98,7.799999999999999,0.12063134160090193
Petzschner P.,Przysiezny M.,141,127,0,2.4,1.8,2.15,1.68,0,1,-1,-14,-0.47,1.2797619047619047
Haider-Maurer A.,Soeda G.,108,129,0,3.45,1.45,2.9,1.4,0,1,-1,21,-1.5,2.0714285714285716
Djokovic N.,Mayer F.,1,34,1,1.03,36.0,1.01,19.77,7,0,7,33,18.759999999999998,0.05108750632271118
Haas T.,Tursunov D.,13,65,1,1.13,9.4,1.09,7.1,5,1,4,52,6.01,0.1535211267605634
Gasquet R.,Granollers M.,9,41,1,1.09,13.5,1.06,9.69,4,0,4,32,8.629999999999999,0.10939112487100104
Russell M.,Zemlja G.,95,55,0,3.65,1.36,3.25,1.34,0,1,-1,-40,-1.91,2.425373134328358
Alund M.,Ferrer D.,101,4,0,41.0,1.04,21.85,1.01,0,1,-1,-97,-20.84,21.633663366336634
Berankis R.,Mathieu P.H.,69,82,0,1.77,2.3,1.7,2.12,0,1,-1,13,0.42000000000000015,0.8018867924528301
Chardy J.,Harrison R.,25,97,1,1.85,2.35,1.66,2.18,1,1,0,72,0.5200000000000002,0.7614678899082568
Johnson S.,Reynolds B.,98,156,0,1.6,2.7,1.56,2.39,1,1,0,58,0.8300000000000001,0.6527196652719666
Istomin D.,Seppi A.,47,28,0,2.88,1.66,2.55,1.51,4,7,-3,-19,-1.0399999999999998,1.6887417218543046
Duckworth J.,Kudla D.,174,105,0,3.35,1.45,2.95,1.39,0,1,-1,-69,-1.5600000000000003,2.1223021582733814
Berlocq C.,Raonic M.,74,15,0,9.0,1.15,6.21,1.12,1,3,-2,-59,-5.09,5.544642857142857
Querrey S.,Tomic B.,19,59,0,1.87,2.16,1.75,2.05,0,3,-3,40,0.2999999999999998,0.853658536585366
Giraldo S.,Zeballos H.,91,52,1,1.42,3.64,1.36,3.11,1,1,0,-39,1.7499999999999998,0.437299035369775
Brands D.,Gimeno-Traver D.,57,56,1,1.25,4.95,1.22,4.24,1,0,1,-1,3.0200000000000005,0.28773584905660377
Odesnik W.,Wang J.,107,151,0,3.05,1.55,2.6,1.49,0,1,-1,44,-1.11,1.7449664429530203
