PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,WinsA,LossesA,WinsB,LossesB,WinRateA,WinRateB
Clement A.,Tipsarevic J.,86,45,1,3.5,1.4,3.02,1.36,1,3,-2,45,36,36,33,0.5555555555555556,0.5217391304347826
Federer R.,Roddick A.,2,6,1,,,,,21,3,18,187,26,82,21,0.8779342723004695,0.7961165048543689
Federer R.,Haas T.,2,34,1,,,,,15,3,12,187,26,45,27,0.8779342723004695,0.625
Murray A.,Roddick A.,3,6,0,,,,,8,4,4,107,31,82,21,0.7753623188405797,0.7961165048543689
Hewitt L.,Roddick A.,56,6,0,,,,,7,7,0,103,31,82,21,0.7686567164179104,0.7961165048543689
Djokovic N.,Haas T.,4,34,0,,,,,6,3,3,117,18,45,27,0.8666666666666667,0.625
Federer R.,Karlovic I.,2,36,1,,,,,13,1,12,187,26,74,44,0.8779342723004695,0.6271186440677966
Ferrero J.C.,Murray A.,70,3,0,,,,,0,3,-3,30,17,107,31,0.6382978723404256,0.7753623188405797
Ferrero J.C.,Simon G.,70,7,1,,,,,2,0,2,30,17,50,41,0.6382978723404256,0.5494505494505495
Berdych T.,Roddick A.,20,6,0,,,,,4,5,-1,68,30,82,21,0.6938775510204082,0.7961165048543689
Hewitt L.,Stepanek R.,56,23,1,,,,,3,1,2,103,31,43,29,0.7686567164179104,0.5972222222222222
Murray A.,Wawrinka S.,3,18,1,,,,,12,9,3,107,31,34,33,0.7753623188405797,0.5074626865671642
Karlovic I.,Verdasco F.,36,8,1,,,,,3,4,-1,74,44,51,43,0.6271186440677966,0.5425531914893617
Federer R.,Soderling R.,2,12,1,,,,,16,1,15,187,26,26,17,0.8779342723004695,0.6046511627906976
Andreev I.,Haas T.,26,34,0,,,,,0,2,-2,16,17,45,27,0.48484848484848486,0.625
Djokovic N.,Sela D.,4,46,1,,,,,1,0,1,117,18,26,28,0.8666666666666667,0.48148148148148145
Levine J.,Wawrinka S.,133,18,0,,,,,0,2,-2,10,13,34,33,0.43478260869565216,0.5074626865671642
Ferrero J.C.,Gonzalez F.,70,10,1,,,,,4,3,1,30,17,22,13,0.6382978723404256,0.6285714285714286
Ferrer D.,Stepanek R.,21,23,0,,,,,6,3,3,42,25,43,29,0.6268656716417911,0.5972222222222222
Andreev I.,Seppi A.,26,50,1,,,,,6,4,2,16,17,60,48,0.48484848484848486,0.5555555555555556
Melzer J.,Roddick A.,30,6,0,,,,,0,8,-8,38,32,82,21,0.5428571428571428,0.7961165048543689
Cilic M.,Haas T.,13,34,0,,,,,2,2,0,78,32,45,27,0.7090909090909091,0.625
Hewitt L.,Petzschner P.,56,55,1,,,,,2,0,2,103,31,20,18,0.7686567164179104,0.5263157894736842
Hanescu V.,Simon G.,28,7,0,,,,,1,4,-3,13,19,50,41,0.40625,0.5494505494505495
Murray A.,Troicki V.,3,31,1,,,,,7,0,7,107,31,33,30,0.7753623188405797,0.5238095238095238
Berdych T.,Davydenko N.,20,11,1,,,,,4,8,-4,68,30,9,19,0.6938775510204082,0.32142857142857145
Almagro N.,Soderling R.,48,12,0,,,,,3,5,-2,11,15,26,17,0.4230769230769231,0.6046511627906976
Montanes A.,Verdasco F.,33,8,0,,,,,0,5,-5,6,13,51,43,0.3157894736842105,0.5425531914893617
Robredo T.,Sela D.,15,46,0,,,,,1,3,-2,30,24,26,28,0.5555555555555556,0.48148148148148145
Karlovic I.,Tsonga J.W.,36,9,1,,,,,3,1,2,74,44,49,23,0.6271186440677966,0.6805555555555556
Federer R.,Kohlschreiber P.,2,32,1,,,,,15,0,15,187,26,60,41,0.8779342723004695,0.594059405940594
Djokovic N.,Fish M.,4,25,1,,,,,8,0,8,117,18,46,26,0.8666666666666667,0.6388888888888888
Del Potro J.M.,Hewitt L.,5,56,0,,,,,2,3,-1,35,17,103,31,0.6730769230769231,0.7686567164179104
Gicquel M.,Seppi A.,59,50,0,,,,,1,2,-1,11,15,60,48,0.4230769230769231,0.5555555555555556
Petzschner P.,Zverev M.,55,45,1,,,,,4,0,4,20,18,30,30,0.5263157894736842,0.5
Gonzalez F.,Mayer L.,10,64,1,,,,,1,0,1,22,13,16,19,0.6285714285714286,0.45714285714285713
Ferrero J.C.,Santoro F.,70,37,1,,,,,5,2,3,30,17,41,26,0.6382978723404256,0.6119402985074627
Alves T.,Simon G.,118,7,0,,,,,0,1,-1,2,3,50,41,0.4,0.5494505494505495
Kunitsyn I.,Roddick A.,39,6,0,,,,,0,3,-3,12,25,82,21,0.32432432432432434,0.7961165048543689
Gulbis E.,Murray A.,74,3,0,,,,,1,5,-4,15,24,107,31,0.38461538461538464,0.7753623188405797
Cuevas P.,Levine J.,125,133,0,,,,,0,1,-1,7,11,10,13,0.3888888888888889,0.43478260869565216
Gimeno-Traver D.,Troicki V.,98,31,0,,,,,1,3,-2,2,17,33,30,0.10526315789473684,0.5238095238095238
Becker B.,Melzer J.,49,30,0,,,,,0,1,-1,36,30,38,32,0.5454545454545454,0.5428571428571428
Vassallo-Arguello M.,Wawrinka S.,57,18,0,,,,,1,2,-1,2,5,34,33,0.2857142857142857,0.5074626865671642
Crivoi V.,Davydenko N.,87,11,0,,,,,0,1,-1,1,2,9,19,0.3333333333333333,0.32142857142857145
Devilder N.,Hanescu V.,96,28,0,,,,,0,1,-1,2,4,13,19,0.3333333333333333,0.40625
Ferrer D.,Fognini F.,21,66,1,,,,,11,0,11,42,25,25,24,0.6268656716417911,0.5102040816326531
Berdych T.,Mathieu P.H.,20,38,1,,,,,3,0,3,68,30,22,31,0.6938775510204082,0.41509433962264153
Starace P.,Stepanek R.,80,23,0,,,,,1,2,-1,1,11,43,29,0.08333333333333333,0.5972222222222222
Almagro N.,Beck K.,48,143,1,,,,,1,0,1,11,15,13,18,0.4230769230769231,0.41935483870967744
Kohlschreiber P.,Minar I.,32,78,1,,,,,1,0,1,60,41,3,10,0.594059405940594,0.23076923076923078
Cilic M.,Querrey S.,13,47,1,,,,,6,0,6,78,32,78,45,0.7090909090909091,0.6341463414634146
Koubek S.,Robredo T.,189,15,0,,,,,1,5,-4,8,18,30,24,0.3076923076923077,0.5555555555555556
Dent T.,Gimeno-Traver D.,266,98,0,,,,,0,1,-1,29,23,2,17,0.5576923076923077,0.10526315789473684
Granollers M.,Soderling R.,111,12,0,,,,,1,4,-3,17,21,26,17,0.4473684210526316,0.6046511627906976
Verdasco F.,Vliegen K.,8,82,1,,,,,1,1,0,51,43,10,17,0.5425531914893617,0.37037037037037035
Canas G.,Montanes A.,140,33,0,,,,,2,1,1,22,13,6,13,0.6285714285714286,0.3157894736842105
Fish M.,Tipsarevic J.,25,51,1,,,,,4,1,3,46,26,36,33,0.6388888888888888,0.5217391304347826
Haas T.,Llodra M.,34,137,1,,,,,3,0,3,45,27,44,30,0.625,0.5945945945945946
Bolelli S.,Tsonga J.W.,63,9,0,,,,,0,4,-4,16,16,49,23,0.5,0.6805555555555556
Andreev I.,Spadea V.,26,113,1,,,,,2,1,1,16,17,23,24,0.48484848484848486,0.48936170212765956
Darcis S.,Karlovic I.,77,36,0,,,,,0,2,-2,14,18,74,44,0.4375,0.6271186440677966
Schuettler R.,Sela D.,29,46,0,,,,,1,3,-2,41,31,26,28,0.5694444444444444,0.48148148148148145
Federer R.,Garcia-Lopez G.,2,42,1,,,,,4,0,4,187,26,29,31,0.8779342723004695,0.48333333333333334
Djokovic N.,Greul S.,4,106,1,,,,,1,0,1,117,18,3,6,0.8666666666666667,0.3333333333333333
Clement A.,Del Potro J.M.,53,5,0,,,,,0,2,-2,45,36,35,17,0.5555555555555556,0.6730769230769231
Cuevas P.,Rochus C.,125,60,1,,,,,1,0,1,7,11,3,22,0.3888888888888889,0.12
Devilder N.,Lapentti N.,96,121,1,,,,,1,1,0,2,4,8,10,0.3333333333333333,0.4444444444444444
Hanescu V.,Navarro-Pastor I.,28,68,1,,,,,2,0,2,13,19,6,11,0.40625,0.35294117647058826
Alves T.,Pavel A.,118,907,1,,,,,1,0,1,2,3,16,19,0.4,0.45714285714285713
Crivoi V.,Phau B.,87,79,1,,,,,1,1,0,1,2,1,13,0.3333333333333333,0.07142857142857142
Goodall J.,Llodra M.,188,137,0,,,,,0,1,-1,1,10,44,30,0.09090909090909091,0.5945945945945946
Fognini F.,Istomin D.,66,71,1,,,,,2,0,2,25,24,35,32,0.5102040816326531,0.5223880597014925
Levine J.,Safin M.,133,24,1,,,,,1,0,1,10,13,26,16,0.43478260869565216,0.6190476190476191
Kendrick R.,Murray A.,76,3,0,,,,,0,4,-4,4,14,107,31,0.2222222222222222,0.7753623188405797
Petzschner P.,Ram R.,55,160,1,,,,,1,0,1,20,18,18,17,0.5263157894736842,0.5142857142857142
Andujar P.,Vassallo-Arguello M.,123,57,0,,,,,0,1,-1,3,18,2,5,0.14285714285714285,0.2857142857142857
Chardy J.,Roddick A.,41,6,0,,,,,1,3,-2,29,34,82,21,0.4603174603174603,0.7961165048543689
Ferrer D.,Kim K.,21,86,1,,,,,1,0,1,42,25,4,13,0.6268656716417911,0.23529411764705882
Gil F.,Mathieu P.H.,83,38,0,,,,,0,1,-1,1,7,22,31,0.125,0.41509433962264153
Haas T.,Peya A.,34,197,1,,,,,1,0,1,45,27,3,12,0.625,0.2
Acasuso J.,Starace P.,43,80,0,,,,,0,2,-2,0,8,1,11,0.0,0.08333333333333333
Tursunov D.,Zverev M.,22,45,0,,,,,1,1,0,37,29,30,30,0.5606060606060606,0.5
Dimitrov G.,Kunitsyn I.,342,39,0,,,,,0,1,-1,46,32,12,25,0.5897435897435898,0.32432432432432434
Ferrero J.C.,Youzhny M.,70,44,1,,,,,4,1,3,30,17,61,46,0.6382978723404256,0.5700934579439252
Gabashvili T.,Gonzalez F.,88,10,0,,,,,1,1,0,6,17,22,13,0.2608695652173913,0.6285714285714286
Ghedin R.,Gulbis E.,268,74,0,,,,,0,1,-1,0,2,15,24,0.0,0.38461538461538464
Dabul B.,Troicki V.,99,31,0,,,,,0,1,-1,3,4,33,30,0.42857142857142855,0.5238095238095238
Falla A.,Stepanek R.,178,23,0,,,,,0,3,-3,16,24,43,29,0.4,0.5972222222222222
Kiefer N.,Santoro F.,35,37,0,,,,,3,6,-3,30,23,41,26,0.5660377358490566,0.6119402985074627
Schwank E.,Wawrinka S.,108,18,0,,,,,0,1,-1,1,7,34,33,0.125,0.5074626865671642
Reynolds B.,Simon G.,94,7,0,,,,,0,2,-2,5,12,50,41,0.29411764705882354,0.5494505494505495
Hernandez O.,Mayer L.,75,64,0,,,,,0,1,-1,1,9,16,19,0.1,0.45714285714285713
Ginepri R.,Hewitt L.,98,56,0,,,,,0,5,-5,24,26,103,31,0.48,0.7686567164179104
Berdych T.,Bogdanovic A.,20,191,1,,,,,1,0,1,68,30,9,23,0.6938775510204082,0.28125
Melzer J.,Odesnik W.,30,109,1,,,,,1,1,0,38,32,0,5,0.5428571428571428,0.0
Davydenko N.,Evans D.,11,305,1,,,,,1,0,1,9,19,20,27,0.32142857142857145,0.425531914893617
Becker B.,Karanusic R.,49,110,1,,,,,1,0,1,36,30,4,6,0.5454545454545454,0.4
Gicquel M.,Mannarino A.,59,128,1,,,,,1,1,0,11,15,71,52,0.4230769230769231,0.5772357723577236
Almagro N.,Monaco J.,48,69,1,,,,,6,5,1,11,15,6,10,0.4230769230769231,0.375
Koubek S.,Roger-Vasselin E.,189,172,1,,,,,1,0,1,8,18,16,19,0.3076923076923077,0.45714285714285713
Mahut N.,Vliegen K.,146,82,0,,,,,1,1,0,67,41,10,17,0.6203703703703703,0.37037037037037035
Bolelli S.,Koellerer D.,63,91,1,,,,,1,0,1,16,16,0,4,0.5,0.0
Andreev I.,Korolev E.,26,101,1,,,,,1,1,0,16,17,2,10,0.48484848484848486,0.16666666666666666
Gregorc L.,Robredo T.,195,15,0,,,,,0,1,-1,0,1,30,24,0.0,0.5555555555555556
Golubev A.,Tsonga J.W.,73,9,0,,,,,0,2,-2,1,10,49,23,0.09090909090909091,0.6805555555555556
Benneteau J.,Djokovic N.,81,4,0,,,,,1,6,-5,35,39,117,18,0.47297297297297297,0.8666666666666667
Malisse X.,Schuettler R.,170,29,0,,,,,2,5,-3,50,29,41,31,0.6329113924050633,0.5694444444444444
Muller G.,Soderling R.,89,12,0,,,,,0,2,-2,44,35,26,17,0.5569620253164557,0.6046511627906976
Gonzalez S.,Sela D.,228,46,0,,,,,0,1,-1,0,1,26,28,0.0,0.48148148148148145
Gonzalez M.,Minar I.,62,78,0,,,,,0,1,-1,0,4,3,10,0.0,0.23076923076923078
Beck A.,Granollers M.,58,111,0,,,,,0,2,-2,7,7,17,21,0.5,0.4473684210526316
Fish M.,Roitman S.,25,124,1,,,,,2,0,2,46,26,1,5,0.6388888888888888,0.16666666666666666
Karlovic I.,Lacko L.,36,201,1,,,,,2,1,1,74,44,19,25,0.6271186440677966,0.4318181818181818
Dancevic F.,Darcis S.,92,77,0,,,,,0,1,-1,21,23,14,18,0.4772727272727273,0.4375
Capdeville P.,Spadea V.,84,113,0,,,,,0,3,-3,2,7,23,24,0.2222222222222222,0.48936170212765956
Greul S.,Yani M.,106,251,1,,,,,1,0,1,3,6,3,2,0.3333333333333333,0.6
Hernych J.,Tipsarevic J.,67,51,0,,,,,0,2,-2,19,21,36,33,0.475,0.5217391304347826
Blake J.,Seppi A.,17,50,0,,,,,2,2,0,31,25,60,48,0.5535714285714286,0.5555555555555556
Calleri A.,Garcia-Lopez G.,148,42,0,,,,,0,3,-3,4,10,29,31,0.2857142857142857,0.48333333333333334
Canas G.,Junqueira D.,140,85,1,,,,,1,0,1,22,13,0,1,0.6285714285714286,0.0
Verdasco F.,Ward J.,8,207,1,,,,,2,0,2,51,43,11,31,0.5425531914893617,0.2619047619047619
Montanes A.,Zemlja G.,33,218,1,,,,,1,0,1,6,13,6,7,0.3157894736842105,0.46153846153846156
Cilic M.,Martin A.,13,95,1,,,,,2,0,2,78,32,4,14,0.7090909090909091,0.2222222222222222
Beck K.,Lopez F.,143,27,1,,,,,1,1,0,13,18,87,52,0.41935483870967744,0.6258992805755396
Kohlschreiber P.,Serra F.,32,54,1,,,,,2,1,1,60,41,9,17,0.594059405940594,0.34615384615384615
Federer R.,Lu Y.H.,2,65,1,,,,,4,0,4,187,26,27,34,0.8779342723004695,0.4426229508196721
Querrey S.,Udomchoke D.,47,120,1,,,,,1,0,1,78,45,5,11,0.6341463414634146,0.3125
Federer R.,Nadal R.,1,2,0,,,,,17,24,-7,187,26,76,21,0.8779342723004695,0.7835051546391752
Nadal R.,Schuettler R.,2,94,1,,,,,5,1,4,76,21,41,31,0.7835051546391752,0.5694444444444444
Federer R.,Safin M.,1,75,1,,,,,9,2,7,187,26,26,16,0.8779342723004695,0.6190476190476191
Clement A.,Schuettler R.,145,94,0,,,,,2,3,-1,45,36,41,31,0.5555555555555556,0.5694444444444444
Murray A.,Nadal R.,11,2,0,,,,,8,17,-9,107,31,76,21,0.7753623188405797,0.7835051546391752
Ancic M.,Federer R.,43,1,0,,,,,1,6,-5,37,13,187,26,0.74,0.8779342723004695
Lopez F.,Safin M.,35,75,0,,,,,3,2,1,87,52,26,16,0.6258992805755396,0.6190476190476191
Baghdatis M.,Lopez F.,25,35,0,,,,,4,1,3,53,39,87,52,0.5760869565217391,0.6258992805755396
Gasquet R.,Murray A.,10,11,0,,,,,5,10,-5,74,41,107,31,0.6434782608695652,0.7753623188405797
Nadal R.,Youzhny M.,2,17,1,,,,,13,4,9,76,21,61,46,0.7835051546391752,0.5700934579439252
Federer R.,Hewitt L.,1,27,1,,,,,17,6,11,187,26,103,31,0.8779342723004695,0.7686567164179104
Cilic M.,Clement A.,55,145,0,,,,,3,2,1,78,32,45,36,0.7090909090909091,0.5555555555555556
Safin M.,Wawrinka S.,75,9,1,,,,,1,3,-2,26,16,34,33,0.6190476190476191,0.5074626865671642
Schuettler R.,Tipsarevic J.,94,40,1,,,,,1,0,1,41,31,36,33,0.5694444444444444,0.5217391304347826
Ancic M.,Verdasco F.,43,18,1,,,,,2,1,1,37,13,51,43,0.74,0.5425531914893617
Kiefer N.,Nadal R.,32,2,0,,,,,0,4,-4,30,23,76,21,0.5660377358490566,0.7835051546391752
Tipsarevic J.,Tursunov D.,40,33,1,,,,,3,3,0,36,33,37,29,0.5217391304347826,0.5606060606060606
Clement A.,Melzer J.,145,72,1,,,,,2,2,0,45,36,38,32,0.5555555555555556,0.5428571428571428
Garcia-Lopez G.,Schuettler R.,104,94,0,,,,,1,1,0,29,31,41,31,0.48333333333333334,0.5694444444444444
Gasquet R.,Simon G.,10,29,1,,,,,9,1,8,74,41,50,41,0.6434782608695652,0.5494505494505495
Cilic M.,Mathieu P.H.,55,16,1,,,,,5,3,2,78,32,22,31,0.7090909090909091,0.41509433962264153
Haas T.,Murray A.,38,11,0,,,,,1,2,-1,45,27,107,31,0.625,0.7753623188405797
Stepanek R.,Youzhny M.,15,17,0,,,,,4,3,1,43,29,61,46,0.5972222222222222,0.5700934579439252
Berdych T.,Verdasco F.,20,18,0,,,,,11,4,7,68,30,51,43,0.6938775510204082,0.5425531914893617
Federer R.,Gicquel M.,1,53,1,,,,,3,0,3,187,26,11,15,0.8779342723004695,0.4230769230769231
Bolelli S.,Hewitt L.,46,27,0,,,,,0,2,-2,16,16,103,31,0.5,0.7686567164179104
Baghdatis M.,Stadler S.,25,172,1,,,,,1,0,1,53,39,3,5,0.5760869565217391,0.375
Wawrinka S.,Zverev M.,9,92,1,,,,,2,1,1,34,33,30,30,0.5074626865671642,0.5
Safin M.,Seppi A.,75,30,1,,,,,1,0,1,26,16,60,48,0.6190476190476191,0.5555555555555556
Ancic M.,Ferrer D.,43,5,1,,,,,1,2,-1,37,13,42,25,0.74,0.6268656716417911
Lopez F.,Reynolds B.,35,102,1,,,,,1,0,1,87,52,5,12,0.6258992805755396,0.29411764705882354
Roddick A.,Tipsarevic J.,6,40,0,,,,,2,2,0,82,21,36,33,0.7961165048543689,0.5217391304347826
Haas T.,Robredo T.,38,19,1,,,,,4,1,3,45,27,30,24,0.625,0.5555555555555556
Kiefer N.,Vassallo-Arguello M.,32,84,1,,,,,1,0,1,30,23,2,5,0.5660377358490566,0.2857142857142857
Eaton C.,Tursunov D.,661,33,0,,,,,0,1,-1,1,1,37,29,0.5,0.5606060606060606
Chardy J.,Mathieu P.H.,108,16,0,,,,,4,2,2,29,34,22,31,0.4603174603174603,0.41509433962264153
Becker B.,Clement A.,116,145,0,,,,,1,4,-3,36,30,45,36,0.5454545454545454,0.5555555555555556
Gasquet R.,Grosjean S.,10,61,1,,,,,2,1,1,74,41,42,20,0.6434782608695652,0.6774193548387096
Calleri A.,Simon G.,49,29,0,,,,,0,1,-1,4,10,50,41,0.2857142857142857,0.5494505494505495
Malisse X.,Murray A.,226,11,0,,,,,0,4,-4,50,29,107,31,0.6329113924050633,0.7753623188405797
Gulbis E.,Nadal R.,48,2,0,,,,,0,7,-7,15,24,76,21,0.38461538461538464,0.7835051546391752
Stepanek R.,Troicki V.,15,89,1,,,,,4,3,1,43,29,33,30,0.5972222222222222,0.5238095238095238
Almagro N.,Garcia-Lopez G.,12,104,0,,,,,4,3,1,11,15,29,31,0.4230769230769231,0.48333333333333334
Levine J.,Melzer J.,137,72,0,,,,,0,1,-1,10,13,38,32,0.43478260869565216,0.5428571428571428
Galvani S.,Youzhny M.,201,17,0,,,,,0,1,-1,3,4,61,46,0.42857142857142855,0.5700934579439252
Blake J.,Schuettler R.,8,94,0,,,,,1,3,-2,31,25,41,31,0.5535714285714286,0.5694444444444444
Cilic M.,Nieminen J.,55,28,1,,,,,1,1,0,78,32,24,31,0.7090909090909091,0.43636363636363634
Karanusic R.,Lopez F.,111,35,0,,,,,0,1,-1,4,6,87,52,0.4,0.6258992805755396
Baghdatis M.,Johansson T.,25,63,1,,,,,3,0,3,53,39,35,21,0.5760869565217391,0.625
Federer R.,Soderling R.,1,41,1,,,,,16,1,15,187,26,26,17,0.8779342723004695,0.6046511627906976
Del Potro J.M.,Wawrinka S.,62,9,0,,,,,4,3,1,35,17,34,33,0.6730769230769231,0.5074626865671642
Hewitt L.,Montanes A.,27,69,1,,,,,2,0,2,103,31,6,13,0.7686567164179104,0.3157894736842105
Djokovic N.,Safin M.,3,75,0,,,,,0,2,-2,117,18,26,16,0.8666666666666667,0.6190476190476191
Ferrero J.C.,Zverev M.,23,92,0,,,,,1,2,-1,30,17,30,30,0.6382978723404256,0.5
Berdych T.,Hanescu V.,20,81,1,,,,,3,0,3,68,30,13,19,0.6938775510204082,0.40625
Bolelli S.,Gonzalez F.,46,14,1,,,,,1,3,-2,16,16,22,13,0.5,0.6285714285714286
Rochus O.,Verdasco F.,67,18,0,,,,,0,3,-3,43,37,51,43,0.5375,0.5425531914893617
Andreev I.,Ferrer D.,37,5,0,,,,,4,5,-1,16,17,42,25,0.48484848484848486,0.6268656716417911
Dancevic F.,Reynolds B.,95,102,0,,,,,1,2,-1,21,23,5,12,0.4772727272727273,0.29411764705882354
Ancic M.,Petzschner P.,43,118,1,,,,,1,0,1,37,13,20,18,0.74,0.5263157894736842
Bozoljac I.,Gicquel M.,197,53,0,,,,,0,1,-1,3,6,11,15,0.3333333333333333,0.4230769230769231
Seppi A.,Serra F.,30,74,1,,,,,1,0,1,60,48,9,17,0.5555555555555556,0.34615384615384615
Bellucci T.,Stadler S.,68,172,0,,,,,0,1,-1,6,11,3,5,0.35294117647058826,0.375
Hernych J.,Stepanek R.,134,15,0,,,,,0,3,-3,19,21,43,29,0.475,0.5972222222222222
Olejniczak D.,Simon G.,202,29,0,,,,,0,1,-1,0,1,50,41,0.0,0.5494505494505495
Schuettler R.,Ventura S.,94,88,1,,,,,1,1,0,41,31,0,7,0.5694444444444444,0.0
Baker J.,Galvani S.,268,201,0,,,,,0,1,-1,3,14,3,4,0.17647058823529413,0.42857142857142855
Roitman S.,Youzhny M.,97,17,0,,,,,0,1,-1,1,5,61,46,0.16666666666666666,0.5700934579439252
Becker B.,Davydenko N.,116,4,1,,,,,2,1,1,36,30,9,19,0.5454545454545454,0.32142857142857145
Fish M.,Gasquet R.,39,10,0,,,,,3,3,0,46,26,74,41,0.6388888888888888,0.6434782608695652
Murray A.,Santoro F.,11,54,1,,,,,2,0,2,107,31,41,26,0.7753623188405797,0.6119402985074627
Beck A.,Nadal R.,122,2,0,,,,,0,1,-1,7,7,76,21,0.5,0.7835051546391752
Cilic M.,Roger-Vasselin E.,55,147,1,,,,,1,1,0,78,32,16,19,0.7090909090909091,0.45714285714285713
Ascione T.,Tipsarevic J.,119,40,0,,,,,1,1,0,0,4,36,33,0.0,0.5217391304347826
Garcia-Lopez G.,Van Der Merwe I.,104,285,1,,,,,1,0,1,29,31,2,2,0.48333333333333334,0.5
Roddick A.,Schwank E.,6,60,1,,,,,2,0,2,82,21,1,7,0.7961165048543689,0.125
Eaton C.,Pashanski B.,661,114,1,,,,,1,0,1,1,1,0,3,0.5,0.0
Grosjean S.,Starace P.,61,57,1,,,,,1,1,0,42,20,1,11,0.6774193548387096,0.08333333333333333
Benneteau J.,Kiefer N.,47,32,0,,,,,0,2,-2,35,39,30,23,0.47297297297297297,0.5660377358490566
Gremelmayr D.,Malisse X.,80,226,0,,,,,0,1,-1,2,8,50,29,0.2,0.6329113924050633
Lapentti N.,Troicki V.,65,89,0,,,,,0,2,-2,8,10,33,30,0.4444444444444444,0.5238095238095238
Nieminen J.,Odesnik W.,28,87,1,,,,,1,0,1,24,31,0,5,0.43636363636363634,0.0
Almagro N.,Granollers M.,12,52,1,,,,,7,0,7,11,15,17,21,0.4230769230769231,0.4473684210526316
Levine J.,Young D.,137,85,1,,,,,2,0,2,10,13,15,23,0.43478260869565216,0.39473684210526316
Blake J.,Rochus C.,8,112,1,,,,,3,0,3,31,25,3,22,0.5535714285714286,0.12
Robredo T.,Vliegen K.,19,109,1,,,,,3,0,3,30,24,10,17,0.5555555555555556,0.37037037037037035
Gulbis E.,Isner J.,48,83,1,,,,,4,3,1,15,24,51,28,0.38461538461538464,0.6455696202531646
Anderson K.,Calleri A.,98,49,0,,,,,1,1,0,47,29,4,10,0.618421052631579,0.2857142857142857
Bjorkman J.,Clement A.,128,145,0,,,,,1,3,-2,51,26,45,36,0.6623376623376623,0.5555555555555556
Canas G.,Haas T.,44,38,0,,,,,4,2,2,22,13,45,27,0.6285714285714286,0.625
Hernandez O.,Mathieu P.H.,107,16,0,,,,,1,3,-2,1,9,22,31,0.1,0.41509433962264153
Ljubicic I.,Melzer J.,31,72,0,,,,,0,5,-5,24,26,38,32,0.48,0.5428571428571428
Minar I.,Vassallo-Arguello M.,70,84,0,,,,,1,1,0,3,10,2,5,0.23076923076923078,0.2857142857142857
Chardy J.,Gil F.,108,110,1,,,,,4,1,3,29,34,1,7,0.4603174603174603,0.125
Mahut N.,Tursunov D.,58,33,0,,,,,0,2,-2,67,41,37,29,0.6203703703703703,0.5606060606060606
Ferrero J.C.,Querrey S.,23,42,1,,,,,2,0,2,30,17,78,45,0.6382978723404256,0.6341463414634146
Dancevic F.,Nalbandian D.,95,7,1,,,,,1,1,0,21,23,29,13,0.4772727272727273,0.6904761904761905
Del Potro J.M.,Snobel P.,62,220,1,,,,,1,0,1,35,17,0,1,0.6730769230769231,0.0
Kohlschreiber P.,Verdasco F.,36,18,0,,,,,6,4,2,60,41,51,43,0.594059405940594,0.5425531914893617
Peya A.,Zverev M.,191,92,0,,,,,0,1,-1,3,12,30,30,0.2,0.5
Federer R.,Hrbaty D.,1,273,1,,,,,1,2,-1,187,26,6,14,0.8779342723004695,0.3
Daniel M.,Wawrinka S.,76,9,0,,,,,0,1,-1,1,6,34,33,0.14285714285714285,0.5074626865671642
Fognini F.,Safin M.,86,75,0,,,,,1,2,-1,25,24,26,16,0.5102040816326531,0.6190476190476191
Horna L.,Karanusic R.,93,111,0,,,,,1,1,0,0,6,4,6,0.0,0.4
Rochus O.,Sela D.,67,66,1,,,,,1,0,1,43,37,26,28,0.5375,0.48148148148148145
Ginepri R.,Gonzalez F.,59,14,0,,,,,0,5,-5,24,26,22,13,0.48,0.6285714285714286
Berlocq C.,Montanes A.,90,69,0,,,,,0,1,-1,6,17,6,13,0.2608695652173913,0.3157894736842105
Gicquel M.,Nishikori K.,53,103,1,,,,,1,0,1,11,15,38,27,0.4230769230769231,0.5846153846153846
Reynolds B.,Volandri F.,102,120,1,,,,,1,0,1,5,12,2,11,0.29411764705882354,0.15384615384615385
Ancic M.,Llodra M.,43,34,1,,,,,2,0,2,37,13,44,30,0.74,0.5945945945945946
Ferrer D.,Stakhovsky S.,5,135,1,,,,,4,0,4,42,25,24,27,0.6268656716417911,0.47058823529411764
Lee H.T.,Petzschner P.,56,118,0,,,,,0,1,-1,17,19,20,18,0.4722222222222222,0.5263157894736842
Andreev I.,Vanek J.,37,82,1,,,,,3,0,3,16,17,1,7,0.48484848484848486,0.125
Bellucci T.,Kunitsyn I.,68,79,1,,,,,1,0,1,6,11,12,25,0.35294117647058826,0.32432432432432434
Baghdatis M.,Darcis S.,25,51,1,,,,,3,2,1,53,39,14,18,0.5760869565217391,0.4375
Lu Y.H.,Serra F.,71,74,0,,,,,1,1,0,27,34,9,17,0.4426229508196721,0.34615384615384615
Berrer M.,Djokovic N.,91,3,0,,,,,0,2,-2,7,17,117,18,0.2916666666666667,0.8666666666666667
Falla A.,Hanescu V.,106,81,0,,,,,1,1,0,16,24,13,19,0.4,0.40625
Karlovic I.,Stadler S.,22,172,0,,,,,1,1,0,74,44,3,5,0.6271186440677966,0.375
Dabul B.,Lopez F.,113,35,0,,,,,0,1,-1,3,4,87,52,0.42857142857142855,0.6258992805755396
