PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff
Dimitrov G.,Stebe C.M.,62,208,1,1.45,3.44,1.38,2.94,1,0,1
Muller G.,Raonic M.,92,25,1,3.6,1.42,3.18,1.33,2,2,0
Haase R.,Verdasco F.,58,22,1,2.66,1.58,2.5,1.51,3,5,-2
Hanescu V.,Roddick A.,63,10,0,11.75,1.1,8.67,1.06,0,4,-4
Lopez F.,Schuettler R.,44,113,1,1.35,3.9,1.28,3.54,8,0,8
Gulbis E.,Tursunov D.,75,53,0,3.44,1.38,3.15,1.34,2,2,0
Monfils G.,Zemlja G.,8,157,1,1.1,13.15,1.06,8.88,1,0,1
Karlovic I.,Kubot L.,144,93,0,1.4,3.41,1.35,3.08,1,3,-2
Nadal R.,Sweeting R.,1,69,1,1.01,71.0,1.01,24.63,3,0,3
Bogomolov A.,Chela J.I.,72,20,1,2.15,2.06,1.95,1.8,1,0,1
Ljubicic I.,Stakhovsky S.,33,46,1,1.6,2.7,1.51,2.49,3,1,2
Gasquet R.,Kunitsyn I.,13,66,1,1.15,7.55,1.11,6.27,2,0,2
Benneteau J.,Berdych T.,77,7,0,7.0,1.15,5.91,1.11,2,3,-1
Kamke T.,Murray A.,83,4,0,37.0,1.03,16.67,1.01,0,1,-1
Bolelli S.,Wawrinka S.,116,14,1,6.4,1.2,5.12,1.16,1,2,-1
Fish M.,Istomin D.,9,65,1,1.31,4.1,1.26,3.7,1,0,1
Soeda G.,Tsonga J.W.,131,19,0,27.1,1.03,14.82,1.02,0,3,-3
Beck A.,Roddick A.,156,10,0,17.5,1.05,11.43,1.03,0,1,-1
Devvarman S.,Gremelmayr D.,68,101,1,1.5,3.08,1.42,2.76,2,0,2
Garcia-Lopez G.,Golubev A.,41,45,1,1.46,3.1,1.4,2.84,1,0,1
Karlovic I.,Tipsarevic J.,144,29,1,1.64,2.7,1.52,2.45,2,1,1
Dolgopolov O.,Gonzalez F.,24,478,0,1.33,4.0,1.27,3.59,1,1,0
Hewitt L.,Nishikori K.,130,52,1,1.75,2.38,1.66,2.16,2,0,2
Almagro N.,Nieminen J.,15,51,1,1.7,2.4,1.6,2.27,5,1,4
Falla A.,Melzer J.,88,11,0,3.5,1.44,3.14,1.34,0,3,-3
Kamke T.,Kavcic B.,83,74,1,1.65,2.58,1.57,2.32,2,2,0
Gonzalez M.,Troicki V.,86,12,0,18.1,1.05,11.22,1.04,1,1,0
Cilic M.,Ljubicic I.,26,33,0,1.75,2.38,1.67,2.15,1,2,-1
Evans D.,Mayer F.,301,18,0,12.25,1.08,9.54,1.05,0,1,-1
Chela J.I.,Matosevic M.,20,150,1,2.25,1.8,2.09,1.7,2,0,2
Petzschner P.,Soderling R.,67,5,0,5.5,1.28,4.17,1.22,0,3,-3
Roger-Vasselin E.,Simon G.,145,16,0,3.48,1.39,3.15,1.34,0,3,-3
Dancevic F.,Mello R.,164,89,0,1.2,5.81,1.17,4.81,0,1,-1
De Schepper K.,Rochus O.,234,73,0,3.6,1.4,3.06,1.36,0,1,-1
Monaco J.,Youzhny M.,43,17,0,4.0,1.33,3.52,1.28,1,4,-3
Andreev I.,Gabashvili T.,79,129,1,1.53,2.8,1.47,2.6,1,1,0
Baghdatis M.,Blake J.,30,102,1,1.26,5.23,1.22,4.14,2,1,1
Mannarino A.,Niland C.,55,181,1,1.36,3.88,1.3,3.36,1,0,1
Beck K.,Berlocq C.,156,70,1,1.44,3.21,1.38,2.91,1,0,1
Stepanek R.,Verdasco F.,60,22,0,2.5,1.65,2.34,1.57,4,3,1
Clement A.,Kubot L.,143,93,0,2.1,1.9,1.92,1.82,0,2,-2
Ferrer D.,Paire B.,6,115,1,1.07,17.5,1.04,11.29,3,1,2
De Voest R.,Ramirez-Hidalgo R.,147,121,1,1.17,6.94,1.13,5.76,1,0,1
Chardy J.,Djokovic N.,54,2,0,38.5,1.02,17.73,1.01,0,14,-14
Malisse X.,Zverev M.,42,103,1,1.15,7.74,1.11,6.16,1,0,1
Haase R.,Riba P.,58,71,1,1.13,9.65,1.09,7.04,1,0,1
Cox D.,Stakhovsky S.,273,46,0,12.0,1.08,8.8,1.06,0,1,-1
Cipolla F.,Del Potro J.M.,112,21,0,35.0,1.04,15.16,1.02,0,1,-1
Hanescu V.,Pospisil J.,63,133,1,1.2,6.3,1.14,5.26,1,0,1
Lu Y.H.,Robredo T.,57,31,1,1.73,2.38,1.63,2.21,1,3,-2
Montanes A.,Seppi A.,34,38,0,3.43,1.45,3.01,1.37,1,1,0
Isner J.,Mahut N.,47,94,1,1.54,2.75,1.47,2.58,3,1,2
Haider-Maurer A.,Serra F.,78,126,1,1.87,2.1,1.76,2.0,1,0,1
Federer R.,Kukushkin M.,3,61,1,1.01,71.37,1.01,26.37,2,0,2
Dodig I.,Harrison R.,37,122,0,1.47,3.0,1.4,2.82,0,1,-1
Nalbandian D.,Reister J.,23,135,1,1.11,10.16,1.09,7.22,1,0,1
Davydenko N.,Tomic B.,27,158,0,2.38,1.7,2.24,1.61,0,1,-1
Llodra M.,Ward J.,35,192,1,1.45,3.36,1.37,3.0,1,0,1
Berrer M.,Lopez F.,76,44,0,5.8,1.22,4.89,1.16,0,3,-3
Nadal R.,Russell M.,1,90,1,1.01,71.37,1.01,24.71,1,0,1
Gil F.,Sela D.,91,84,0,5.92,1.2,5.07,1.15,0,1,-1
Kunitsyn I.,Sijsling I.,66,188,1,1.57,2.8,1.46,2.59,1,0,1
Starace P.,Wawrinka S.,49,14,0,9.24,1.14,7.01,1.09,0,2,-2
Bellucci T.,Schuettler R.,28,113,0,1.75,2.3,1.67,2.13,0,1,-1
Bolelli S.,Fischer M.,116,151,1,1.88,2.6,1.79,1.97,1,0,1
Gasquet R.,Giraldo S.,13,64,1,1.17,6.87,1.13,5.54,2,0,2
Fish M.,Granollers M.,9,279,1,1.15,7.25,1.12,5.97,1,0,1
Bachinger M.,Monfils G.,98,8,0,9.24,1.1,7.43,1.08,0,1,-1
Gicquel M.,Raonic M.,119,25,0,12.0,1.06,10.83,1.04,0,1,-1
Berdych T.,Volandri F.,7,81,1,1.03,34.0,1.02,16.15,4,2,2
Gimeno-Traver D.,Murray A.,59,4,0,66.0,1.02,23.49,1.01,0,2,-2
Lacko L.,Zemlja G.,148,157,0,1.62,2.69,1.53,2.45,0,2,-2
Bogomolov A.,Young D.,72,111,1,1.98,2.02,1.82,1.91,1,0,1
Haas T.,Muller G.,895,92,0,2.3,1.74,2.11,1.68,1,3,-2
Istomin D.,Kohlschreiber P.,65,39,1,4.4,1.29,3.95,1.23,5,2,3
Bemelmans R.,Benneteau J.,163,77,0,2.63,1.64,2.43,1.53,0,1,-1
Andujar P.,Sweeting R.,50,69,0,3.75,1.35,3.36,1.3,0,1,-1
Berdych T.,Nadal R.,13,1,0,4.25,1.36,3.43,1.31,4,20,-16
Murray A.,Nadal R.,4,1,0,2.5,1.67,2.38,1.57,8,17,-9
Berdych T.,Djokovic N.,13,3,1,2.1,1.91,1.96,1.82,3,23,-20
Berdych T.,Federer R.,13,2,1,5.1,1.25,4.47,1.19,5,18,-13
Nadal R.,Soderling R.,1,6,1,1.72,2.55,1.62,2.26,6,2,4
Murray A.,Tsonga J.W.,4,10,1,1.38,4.33,1.26,3.78,13,2,11
Djokovic N.,Lu Y.H.,3,82,1,1.2,6.05,1.16,5.12,2,0,2
Ferrer D.,Soderling R.,11,6,0,7.0,1.14,6.18,1.11,4,10,-6
Berdych T.,Brands D.,13,98,1,1.13,7.5,1.11,6.09,2,0,2
Federer R.,Melzer J.,2,16,1,1.13,9.0,1.09,7.26,4,1,3
Mathieu P.H.,Nadal R.,66,1,0,7.5,1.2,5.97,1.12,0,10,-10
Murray A.,Querrey S.,4,21,1,1.3,5.5,1.19,4.49,6,2,4
Djokovic N.,Hewitt L.,3,26,1,2.0,2.1,1.8,1.95,5,1,4
Benneteau J.,Tsonga J.W.,40,10,0,4.0,1.35,3.69,1.26,5,6,-1
Lu Y.H.,Roddick A.,82,7,1,16.0,1.07,10.65,1.04,1,4,-3
Murray A.,Simon G.,4,32,1,1.12,11.77,1.07,8.11,15,3,12
Kamke T.,Tsonga J.W.,126,10,0,5.1,1.27,4.27,1.21,0,2,-2
Bellucci T.,Soderling R.,24,6,0,12.0,1.12,8.42,1.07,0,1,-1
Benneteau J.,Fognini F.,40,80,1,1.45,3.71,1.33,3.19,1,1,0
De Bakker T.,Mathieu P.H.,49,66,0,1.7,2.54,1.57,2.33,0,1,-1
Nadal R.,Petzschner P.,1,41,1,1.1,15.0,1.05,9.96,3,0,3
Malisse X.,Querrey S.,63,21,0,3.4,1.41,3.1,1.35,0,3,-3
Chardy J.,Ferrer D.,55,11,0,4.09,1.33,3.61,1.28,2,7,-5
Djokovic N.,Montanes A.,3,31,1,1.09,12.0,1.06,8.7,6,0,6
Clement A.,Federer R.,86,2,0,21.0,1.05,11.98,1.03,2,6,-4
De Bakker T.,Isner J.,49,19,1,1.81,2.3,1.7,2.1,1,1,0
Hewitt L.,Monfils G.,26,20,1,1.43,3.6,1.36,3.05,2,2,0
Lu Y.H.,Mayer F.,82,59,1,4.0,1.45,3.34,1.31,1,1,0
Kohlschreiber P.,Roddick A.,35,7,0,5.5,1.23,4.72,1.17,2,4,-2
Lopez F.,Melzer J.,30,16,0,2.25,1.8,2.13,1.68,2,5,-3
Berdych T.,Istomin D.,13,70,1,1.22,5.35,1.19,4.47,6,0,6
Mathieu P.H.,Youzhny M.,66,14,1,4.71,1.26,4.01,1.23,2,5,-3
Brands D.,Hanescu V.,98,38,1,2.1,2.2,1.83,1.92,1,2,-1
Dodig I.,Querrey S.,193,21,0,9.05,1.13,6.85,1.09,0,2,-2
Granollers M.,Soderling R.,87,6,0,11.5,1.1,8.15,1.07,1,4,-3
Marchenko I.,Simon G.,74,32,0,2.7,1.58,2.55,1.49,0,1,-1
Ferrer D.,Serra F.,11,64,1,1.3,4.51,1.26,3.74,3,0,3
Malisse X.,Reister J.,63,129,1,1.33,4.47,1.26,3.68,1,0,1
Bellucci T.,Fischer M.,24,164,1,1.7,2.52,1.64,2.2,1,0,1
Kamke T.,Seppi A.,126,69,1,2.47,1.65,2.3,1.59,1,2,-1
Murray A.,Nieminen J.,4,67,1,1.09,11.5,1.06,8.42,4,0,4
Kubot L.,Petzschner P.,53,41,0,4.1,1.33,3.54,1.28,1,2,-1
Haase R.,Nadal R.,151,1,0,21.0,1.04,13.84,1.02,0,3,-3
Beck A.,Benneteau J.,79,40,0,2.22,1.8,2.06,1.71,0,1,-1
Fognini F.,Russell M.,80,101,1,1.95,2.1,1.81,1.94,2,1,1
Chardy J.,Lacko L.,55,75,1,2.05,1.95,1.91,1.83,1,2,-1
Isner J.,Mahut N.,19,148,1,1.9,2.25,1.7,2.09,3,1,2
Dolgopolov O.,Tsonga J.W.,43,10,0,4.26,1.3,3.78,1.25,3,3,0
Bozoljac I.,Federer R.,152,2,0,31.0,1.07,16.73,1.01,0,1,-1
Dent T.,Djokovic N.,97,3,0,5.8,1.26,4.72,1.17,0,1,-1
Becker B.,Berdych T.,71,13,0,4.72,1.31,3.98,1.23,1,6,-5
Lu Y.H.,Przysiezny M.,82,94,1,1.75,2.5,1.62,2.24,1,0,1
Hewitt L.,Korolev E.,26,77,1,1.17,8.71,1.09,6.93,2,0,2
Brands D.,Davydenko N.,98,5,1,2.77,1.63,2.51,1.51,2,1,1
Hanescu V.,Ilhan M.,38,118,1,1.78,2.55,1.59,2.29,1,0,1
Clement A.,Luczak P.,86,83,1,1.63,2.69,1.54,2.4,4,0,4
Berankis R.,Lopez F.,156,30,0,2.65,1.68,2.4,1.54,0,3,-3
Fish M.,Mayer F.,73,59,0,1.4,3.64,1.32,3.28,3,1,2
Beck K.,Monfils G.,88,20,0,5.0,1.31,3.92,1.24,1,2,-1
Llodra M.,Roddick A.,37,7,0,5.5,1.31,4.24,1.21,0,2,-2
Evans B.,Montanes A.,318,31,0,2.33,1.89,2.1,1.69,0,1,-1
Istomin D.,Schuettler R.,70,85,1,1.65,2.5,1.58,2.31,2,0,2
Melzer J.,Troicki V.,16,42,1,1.52,3.25,1.42,2.77,3,1,2
De Bakker T.,Giraldo S.,49,54,1,2.12,1.92,1.9,1.84,1,1,0
Gabashvili T.,Kohlschreiber P.,84,35,0,4.96,1.31,4.2,1.21,0,2,-2
Ferrero J.C.,Malisse X.,17,63,0,2.05,2.1,1.83,1.91,2,1,1
Chardy J.,Gimeno-Traver D.,55,72,1,1.34,3.75,1.28,3.47,2,2,0
Ginepri R.,Soderling R.,72,6,0,6.5,1.19,5.5,1.14,1,2,-1
Bellucci T.,Mello R.,24,92,1,1.42,3.27,1.37,2.96,3,1,2
Ferrer D.,Kiefer N.,11,178,1,1.57,2.65,1.51,2.5,2,1,1
Gil F.,Granollers M.,89,87,0,3.62,1.41,3.12,1.34,3,1,2
Chiudinelli M.,Dolgopolov O.,61,43,0,2.38,1.71,2.23,1.61,0,1,-1
Dodig I.,Hernandez O.,193,125,1,1.19,6.84,1.14,5.43,1,0,1
Fischer M.,Soeda G.,164,124,1,1.8,2.75,1.54,2.42,1,0,1
Blake J.,Haase R.,109,151,0,1.65,2.75,1.54,2.4,2,2,0
Alcaide G.,Simon G.,238,32,0,5.3,1.26,4.37,1.2,0,1,-1
Baker J.,Beck A.,253,79,0,6.04,1.22,4.81,1.17,0,1,-1
Greul S.,Serra F.,62,64,0,2.1,2.06,1.87,1.86,0,1,-1
Hajek J.,Murray A.,90,4,0,25.0,1.05,14.4,1.02,0,1,-1
Almagro N.,Seppi A.,18,69,0,1.9,2.7,1.58,2.31,2,2,0
Berrer M.,Marchenko I.,46,74,0,2.45,1.8,2.16,1.66,0,1,-1
Querrey S.,Stakhovsky S.,21,47,1,1.45,3.2,1.38,2.92,4,1,3
Baghdatis M.,Lacko L.,27,75,0,1.37,3.85,1.3,3.38,2,2,0
Koubek S.,Nieminen J.,121,67,0,3.35,1.47,2.83,1.4,1,2,-1
Fognini F.,Verdasco F.,80,9,1,12.7,1.11,9.53,1.05,3,4,-1
Kavcic B.,Kubot L.,120,53,0,3.0,1.48,2.78,1.41,0,1,-1
De Voest R.,Reister J.,257,129,0,1.95,2.13,1.77,1.98,0,1,-1
Gicquel M.,Mathieu P.H.,128,66,0,1.62,2.65,1.54,2.4,2,4,-2
Kendrick R.,Tsonga J.W.,161,10,0,7.84,1.17,5.97,1.12,0,2,-2
Riba-Madrid P.,Russell M.,78,101,0,2.9,1.53,2.69,1.44,0,1,-1
Sela D.,Youzhny M.,65,14,0,3.32,1.44,2.94,1.38,1,3,-2
Nadal R.,Nishikori K.,1,189,1,1.05,26.0,1.02,13.52,12,1,11
Garcia-Lopez G.,Kamke T.,39,126,0,1.43,3.75,1.36,3.05,0,1,-1
Petzschner P.,Robert S.,41,76,1,1.29,4.64,1.23,3.91,1,0,1
Benneteau J.,Vliegen K.,40,174,1,1.24,5.1,1.19,4.46,1,0,1
Mayer L.,Monfils G.,52,20,0,2.92,1.58,2.55,1.49,1,4,-3
Ram R.,Roddick A.,93,7,0,23.0,1.07,14.36,1.02,0,2,-2
Schuettler R.,Tursunov D.,85,371,1,1.51,3.1,1.41,2.81,1,0,1
Cilic M.,Mayer F.,12,59,0,1.2,7.0,1.12,5.84,4,2,2
Berdych T.,Golubev A.,13,81,1,1.16,11.01,1.07,7.69,2,0,2
Lu Y.H.,Zeballos H.,82,44,1,2.03,2.1,1.81,1.94,1,0,1
Fish M.,Tomic B.,73,246,1,1.26,5.8,1.18,4.66,2,1,1
Evans B.,Huta Galung J.,318,285,1,1.95,2.07,1.83,1.9,1,0,1
Lorenzi P.,Montanes A.,96,31,0,3.0,1.51,2.8,1.41,1,2,-1
Ljubicic I.,Przysiezny M.,15,94,0,1.26,5.7,1.18,4.67,0,1,-1
Andreev I.,Brands D.,57,98,0,3.1,1.76,2.5,1.52,0,1,-1
Kunitsyn I.,Troicki V.,104,42,0,4.55,1.31,3.95,1.24,0,3,-3
Beck K.,Ventura S.,88,131,1,1.31,4.6,1.22,4.1,1,0,1
Llodra M.,Witten J.,37,186,1,1.2,6.65,1.13,5.59,1,0,1
Korolev E.,Schwank E.,77,50,1,1.42,3.36,1.35,3.04,1,0,1
Becker B.,Sweeting R.,71,119,1,1.28,4.84,1.21,4.13,1,0,1
Delgado R.,Gabashvili T.,143,84,0,2.45,1.69,2.22,1.63,0,1,-1
Gonzalez M.,Hewitt L.,159,26,0,25.0,1.03,14.34,1.02,0,1,-1
Kohlschreiber P.,Starace P.,35,58,1,1.13,9.55,1.09,7.14,2,1,1
Levine J.,Lopez F.,115,30,0,4.7,1.31,4.01,1.23,0,1,-1
Brown D.,Melzer J.,102,16,0,6.0,1.26,4.7,1.17,0,1,-1
Chela J.I.,Dent T.,51,97,0,3.6,1.37,3.23,1.32,0,3,-3
Hanescu V.,Kuznetsov A.,38,167,1,1.57,2.82,1.48,2.57,1,0,1
Ball C.,Berankis R.,134,156,0,2.33,1.75,2.17,1.65,0,1,-1
Istomin D.,Wawrinka S.,70,23,1,2.71,1.63,2.49,1.51,1,3,-2
Djokovic N.,Rochus O.,3,68,1,1.17,7.0,1.13,5.61,2,2,0
Luczak P.,Robredo T.,83,36,1,2.2,1.95,2.02,1.74,1,2,-1
Falla A.,Federer R.,60,2,0,48.25,1.06,19.73,1.01,0,7,-7
Anderson K.,Davydenko N.,95,5,0,3.22,1.47,2.95,1.38,1,1,0
Bozoljac I.,Massu N.,152,99,1,1.38,3.92,1.31,3.34,1,0,1
Daniel M.,Ilhan M.,108,118,0,5.4,1.28,4.45,1.19,0,1,-1
Clement A.,Tipsarevic J.,86,45,1,3.5,1.4,3.02,1.36,1,3,-2
Federer R.,Roddick A.,2,6,1,,,,,21,3,18
Federer R.,Haas T.,2,34,1,,,,,15,3,12
Murray A.,Roddick A.,3,6,0,,,,,8,4,4
Hewitt L.,Roddick A.,56,6,0,,,,,7,7,0
Djokovic N.,Haas T.,4,34,0,,,,,6,3,3
Federer R.,Karlovic I.,2,36,1,,,,,13,1,12
Ferrero J.C.,Murray A.,70,3,0,,,,,0,3,-3
Ferrero J.C.,Simon G.,70,7,1,,,,,2,0,2
Berdych T.,Roddick A.,20,6,0,,,,,4,5,-1
Hewitt L.,Stepanek R.,56,23,1,,,,,3,1,2
Murray A.,Wawrinka S.,3,18,1,,,,,12,9,3
Karlovic I.,Verdasco F.,36,8,1,,,,,3,4,-1
Federer R.,Soderling R.,2,12,1,,,,,16,1,15
Andreev I.,Haas T.,26,34,0,,,,,0,2,-2
Djokovic N.,Sela D.,4,46,1,,,,,1,0,1
Levine J.,Wawrinka S.,133,18,0,,,,,0,2,-2
Ferrero J.C.,Gonzalez F.,70,10,1,,,,,4,3,1
Ferrer D.,Stepanek R.,21,23,0,,,,,6,3,3
Andreev I.,Seppi A.,26,50,1,,,,,6,4,2
Melzer J.,Roddick A.,30,6,0,,,,,0,8,-8
Cilic M.,Haas T.,13,34,0,,,,,2,2,0
Hewitt L.,Petzschner P.,56,55,1,,,,,2,0,2
Hanescu V.,Simon G.,28,7,0,,,,,1,4,-3
Murray A.,Troicki V.,3,31,1,,,,,7,0,7
Berdych T.,Davydenko N.,20,11,1,,,,,4,8,-4
Almagro N.,Soderling R.,48,12,0,,,,,3,5,-2
Montanes A.,Verdasco F.,33,8,0,,,,,0,5,-5
Robredo T.,Sela D.,15,46,0,,,,,1,3,-2
Karlovic I.,Tsonga J.W.,36,9,1,,,,,3,1,2
Federer R.,Kohlschreiber P.,2,32,1,,,,,15,0,15
Djokovic N.,Fish M.,4,25,1,,,,,8,0,8
Del Potro J.M.,Hewitt L.,5,56,0,,,,,2,3,-1
Gicquel M.,Seppi A.,59,50,0,,,,,1,2,-1
Petzschner P.,Zverev M.,55,45,1,,,,,4,0,4
Gonzalez F.,Mayer L.,10,64,1,,,,,1,0,1
Ferrero J.C.,Santoro F.,70,37,1,,,,,5,2,3
Alves T.,Simon G.,118,7,0,,,,,0,1,-1
Kunitsyn I.,Roddick A.,39,6,0,,,,,0,3,-3
Gulbis E.,Murray A.,74,3,0,,,,,1,5,-4
Cuevas P.,Levine J.,125,133,0,,,,,0,1,-1
Gimeno-Traver D.,Troicki V.,98,31,0,,,,,1,3,-2
Becker B.,Melzer J.,49,30,0,,,,,0,1,-1
Vassallo-Arguello M.,Wawrinka S.,57,18,0,,,,,1,2,-1
Crivoi V.,Davydenko N.,87,11,0,,,,,0,1,-1
Devilder N.,Hanescu V.,96,28,0,,,,,0,1,-1
Ferrer D.,Fognini F.,21,66,1,,,,,11,0,11
Berdych T.,Mathieu P.H.,20,38,1,,,,,3,0,3
Starace P.,Stepanek R.,80,23,0,,,,,1,2,-1
Almagro N.,Beck K.,48,143,1,,,,,1,0,1
Kohlschreiber P.,Minar I.,32,78,1,,,,,1,0,1
Cilic M.,Querrey S.,13,47,1,,,,,6,0,6
Koubek S.,Robredo T.,189,15,0,,,,,1,5,-4
Dent T.,Gimeno-Traver D.,266,98,0,,,,,0,1,-1
Granollers M.,Soderling R.,111,12,0,,,,,1,4,-3
Verdasco F.,Vliegen K.,8,82,1,,,,,1,1,0
Canas G.,Montanes A.,140,33,0,,,,,2,1,1
Fish M.,Tipsarevic J.,25,51,1,,,,,4,1,3
Haas T.,Llodra M.,34,137,1,,,,,3,0,3
Bolelli S.,Tsonga J.W.,63,9,0,,,,,0,4,-4
Andreev I.,Spadea V.,26,113,1,,,,,2,1,1
Darcis S.,Karlovic I.,77,36,0,,,,,0,2,-2
Schuettler R.,Sela D.,29,46,0,,,,,1,3,-2
Federer R.,Garcia-Lopez G.,2,42,1,,,,,4,0,4
Djokovic N.,Greul S.,4,106,1,,,,,1,0,1
Clement A.,Del Potro J.M.,53,5,0,,,,,0,2,-2
Cuevas P.,Rochus C.,125,60,1,,,,,1,0,1
Devilder N.,Lapentti N.,96,121,1,,,,,1,1,0
Hanescu V.,Navarro-Pastor I.,28,68,1,,,,,2,0,2
Alves T.,Pavel A.,118,907,1,,,,,1,0,1
Crivoi V.,Phau B.,87,79,1,,,,,1,1,0
Goodall J.,Llodra M.,188,137,0,,,,,0,1,-1
Fognini F.,Istomin D.,66,71,1,,,,,2,0,2
Levine J.,Safin M.,133,24,1,,,,,1,0,1
Kendrick R.,Murray A.,76,3,0,,,,,0,4,-4
Petzschner P.,Ram R.,55,160,1,,,,,1,0,1
Andujar P.,Vassallo-Arguello M.,123,57,0,,,,,0,1,-1
Chardy J.,Roddick A.,41,6,0,,,,,1,3,-2
Ferrer D.,Kim K.,21,86,1,,,,,1,0,1
Gil F.,Mathieu P.H.,83,38,0,,,,,0,1,-1
Haas T.,Peya A.,34,197,1,,,,,1,0,1
Acasuso J.,Starace P.,43,80,0,,,,,0,2,-2
Tursunov D.,Zverev M.,22,45,0,,,,,1,1,0
Dimitrov G.,Kunitsyn I.,342,39,0,,,,,0,1,-1
Ferrero J.C.,Youzhny M.,70,44,1,,,,,4,1,3
Gabashvili T.,Gonzalez F.,88,10,0,,,,,1,1,0
Ghedin R.,Gulbis E.,268,74,0,,,,,0,1,-1
Dabul B.,Troicki V.,99,31,0,,,,,0,1,-1
Falla A.,Stepanek R.,178,23,0,,,,,0,3,-3
Kiefer N.,Santoro F.,35,37,0,,,,,3,6,-3
Schwank E.,Wawrinka S.,108,18,0,,,,,0,1,-1
Reynolds B.,Simon G.,94,7,0,,,,,0,2,-2
Hernandez O.,Mayer L.,75,64,0,,,,,0,1,-1
Ginepri R.,Hewitt L.,98,56,0,,,,,0,5,-5
Berdych T.,Bogdanovic A.,20,191,1,,,,,1,0,1
Melzer J.,Odesnik W.,30,109,1,,,,,1,1,0
Davydenko N.,Evans D.,11,305,1,,,,,1,0,1
Becker B.,Karanusic R.,49,110,1,,,,,1,0,1
Gicquel M.,Mannarino A.,59,128,1,,,,,1,1,0
Almagro N.,Monaco J.,48,69,1,,,,,6,5,1
Koubek S.,Roger-Vasselin E.,189,172,1,,,,,1,0,1
Mahut N.,Vliegen K.,146,82,0,,,,,1,1,0
Bolelli S.,Koellerer D.,63,91,1,,,,,1,0,1
Andreev I.,Korolev E.,26,101,1,,,,,1,1,0
Gregorc L.,Robredo T.,195,15,0,,,,,0,1,-1
Golubev A.,Tsonga J.W.,73,9,0,,,,,0,2,-2
Benneteau J.,Djokovic N.,81,4,0,,,,,1,6,-5
Malisse X.,Schuettler R.,170,29,0,,,,,2,5,-3
Muller G.,Soderling R.,89,12,0,,,,,0,2,-2
Gonzalez S.,Sela D.,228,46,0,,,,,0,1,-1
Gonzalez M.,Minar I.,62,78,0,,,,,0,1,-1
Beck A.,Granollers M.,58,111,0,,,,,0,2,-2
Fish M.,Roitman S.,25,124,1,,,,,2,0,2
Karlovic I.,Lacko L.,36,201,1,,,,,2,1,1
Dancevic F.,Darcis S.,92,77,0,,,,,0,1,-1
Capdeville P.,Spadea V.,84,113,0,,,,,0,3,-3
Greul S.,Yani M.,106,251,1,,,,,1,0,1
Hernych J.,Tipsarevic J.,67,51,0,,,,,0,2,-2
Blake J.,Seppi A.,17,50,0,,,,,2,2,0
Calleri A.,Garcia-Lopez G.,148,42,0,,,,,0,3,-3
Canas G.,Junqueira D.,140,85,1,,,,,1,0,1
Verdasco F.,Ward J.,8,207,1,,,,,2,0,2
Montanes A.,Zemlja G.,33,218,1,,,,,1,0,1
Cilic M.,Martin A.,13,95,1,,,,,2,0,2
Beck K.,Lopez F.,143,27,1,,,,,1,1,0
Kohlschreiber P.,Serra F.,32,54,1,,,,,2,1,1
Federer R.,Lu Y.H.,2,65,1,,,,,4,0,4
Querrey S.,Udomchoke D.,47,120,1,,,,,1,0,1
Federer R.,Nadal R.,1,2,0,,,,,17,24,-7
Nadal R.,Schuettler R.,2,94,1,,,,,5,1,4
Federer R.,Safin M.,1,75,1,,,,,9,2,7
Clement A.,Schuettler R.,145,94,0,,,,,2,3,-1
Murray A.,Nadal R.,11,2,0,,,,,8,17,-9
Ancic M.,Federer R.,43,1,0,,,,,1,6,-5
Lopez F.,Safin M.,35,75,0,,,,,3,2,1
Baghdatis M.,Lopez F.,25,35,0,,,,,4,1,3
Gasquet R.,Murray A.,10,11,0,,,,,5,10,-5
Nadal R.,Youzhny M.,2,17,1,,,,,13,4,9
Federer R.,Hewitt L.,1,27,1,,,,,17,6,11
Cilic M.,Clement A.,55,145,0,,,,,3,2,1
Safin M.,Wawrinka S.,75,9,1,,,,,1,3,-2
Schuettler R.,Tipsarevic J.,94,40,1,,,,,1,0,1
Ancic M.,Verdasco F.,43,18,1,,,,,2,1,1
Kiefer N.,Nadal R.,32,2,0,,,,,0,4,-4
Tipsarevic J.,Tursunov D.,40,33,1,,,,,3,3,0
Clement A.,Melzer J.,145,72,1,,,,,2,2,0
Garcia-Lopez G.,Schuettler R.,104,94,0,,,,,1,1,0
Gasquet R.,Simon G.,10,29,1,,,,,9,1,8
Cilic M.,Mathieu P.H.,55,16,1,,,,,5,3,2
Haas T.,Murray A.,38,11,0,,,,,1,2,-1
Stepanek R.,Youzhny M.,15,17,0,,,,,4,3,1
Berdych T.,Verdasco F.,20,18,0,,,,,11,4,7
Federer R.,Gicquel M.,1,53,1,,,,,3,0,3
Bolelli S.,Hewitt L.,46,27,0,,,,,0,2,-2
Baghdatis M.,Stadler S.,25,172,1,,,,,1,0,1
Wawrinka S.,Zverev M.,9,92,1,,,,,2,1,1
Safin M.,Seppi A.,75,30,1,,,,,1,0,1
Ancic M.,Ferrer D.,43,5,1,,,,,1,2,-1
Lopez F.,Reynolds B.,35,102,1,,,,,1,0,1
Roddick A.,Tipsarevic J.,6,40,0,,,,,2,2,0
