PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB
Federer R.,Nadal R.,1,2,0,,,,
Nadal R.,Schuettler R.,2,94,1,,,,
Federer R.,Safin M.,1,75,1,,,,
Clement A.,Schuettler R.,145,94,0,,,,
Murray A.,Nadal R.,11,2,0,,,,
Ancic M.,Federer R.,43,1,0,,,,
Lopez F.,Safin M.,35,75,0,,,,
Baghdatis M.,Lopez F.,25,35,0,,,,
Gasquet R.,Murray A.,10,11,0,,,,
Nadal R.,Youzhny M.,2,17,1,,,,
Federer R.,Hewitt L.,1,27,1,,,,
Cilic M.,Clement A.,55,145,0,,,,
Safin M.,Wawrinka S.,75,9,1,,,,
Schuettler R.,Tipsarevic J.,94,40,1,,,,
Ancic M.,Verdasco F.,43,18,1,,,,
Kiefer N.,Nadal R.,32,2,0,,,,
Tipsarevic J.,Tursunov D.,40,33,1,,,,
Clement A.,Melzer J.,145,72,1,,,,
Garcia-Lopez G.,Schuettler R.,104,94,0,,,,
Gasquet R.,Simon G.,10,29,1,,,,
Cilic M.,Mathieu P.H.,55,16,1,,,,
Haas T.,Murray A.,38,11,0,,,,
Stepanek R.,Youzhny M.,15,17,0,,,,
Berdych T.,Verdasco F.,20,18,0,,,,
Federer R.,Gicquel M.,1,53,1,,,,
Bolelli S.,Hewitt L.,46,27,0,,,,
Baghdatis M.,Stadler S.,25,172,1,,,,
Wawrinka S.,Zverev M.,9,92,1,,,,
Safin M.,Seppi A.,75,30,1,,,,
Ancic M.,Ferrer D.,43,5,1,,,,
Lopez F.,Reynolds B.,35,102,1,,,,
Roddick A.,Tipsarevic J.,6,40,0,,,,
Haas T.,Robredo T.,38,19,1,,,,
Kiefer N.,Vassallo-Arguello M.,32,84,1,,,,
Eaton C.,Tursunov D.,661,33,0,,,,
Chardy J.,Mathieu P.H.,108,16,0,,,,
Becker B.,Clement A.,116,145,0,,,,
Gasquet R.,Grosjean S.,10,61,1,,,,
Calleri A.,Simon G.,49,29,0,,,,
Malisse X.,Murray A.,226,11,0,,,,
Gulbis E.,Nadal R.,48,2,0,,,,
Stepanek R.,Troicki V.,15,89,1,,,,
Almagro N.,Garcia-Lopez G.,12,104,0,,,,
Levine J.,Melzer J.,137,72,0,,,,
Galvani S.,Youzhny M.,201,17,0,,,,
Blake J.,Schuettler R.,8,94,0,,,,
Cilic M.,Nieminen J.,55,28,1,,,,
Karanusic R.,Lopez F.,111,35,0,,,,
Baghdatis M.,Johansson T.,25,63,1,,,,
Federer R.,Soderling R.,1,41,1,,,,
Del Potro J.M.,Wawrinka S.,62,9,0,,,,
Hewitt L.,Montanes A.,27,69,1,,,,
Djokovic N.,Safin M.,3,75,0,,,,
Ferrero J.C.,Zverev M.,23,92,0,,,,
Berdych T.,Hanescu V.,20,81,1,,,,
Bolelli S.,Gonzalez F.,46,14,1,,,,
Rochus O.,Verdasco F.,67,18,0,,,,
Andreev I.,Ferrer D.,37,5,0,,,,
Dancevic F.,Reynolds B.,95,102,0,,,,
Ancic M.,Petzschner P.,43,118,1,,,,
Bozoljac I.,Gicquel M.,197,53,0,,,,
Seppi A.,Serra F.,30,74,1,,,,
Bellucci T.,Stadler S.,68,172,0,,,,
Hernych J.,Stepanek R.,134,15,0,,,,
Olejniczak D.,Simon G.,202,29,0,,,,
Schuettler R.,Ventura S.,94,88,1,,,,
Baker J.,Galvani S.,268,201,0,,,,
Roitman S.,Youzhny M.,97,17,0,,,,
Becker B.,Davydenko N.,116,4,1,,,,
Fish M.,Gasquet R.,39,10,0,,,,
Murray A.,Santoro F.,11,54,1,,,,
Beck A.,Nadal R.,122,2,0,,,,
Cilic M.,Roger-Vasselin E.,55,147,1,,,,
Ascione T.,Tipsarevic J.,119,40,0,,,,
Garcia-Lopez G.,Van Der Merwe I.,104,285,1,,,,
Roddick A.,Schwank E.,6,60,1,,,,
Eaton C.,Pashanski B.,661,114,1,,,,
Grosjean S.,Starace P.,61,57,1,,,,
Benneteau J.,Kiefer N.,47,32,0,,,,
Gremelmayr D.,Malisse X.,80,226,0,,,,
Lapentti N.,Troicki V.,65,89,0,,,,
Nieminen J.,Odesnik W.,28,87,1,,,,
Almagro N.,Granollers M.,12,52,1,,,,
Levine J.,Young D.,137,85,1,,,,
Blake J.,Rochus C.,8,112,1,,,,
Robredo T.,Vliegen K.,19,109,1,,,,
Gulbis E.,Isner J.,48,83,1,,,,
Anderson K.,Calleri A.,98,49,0,,,,
Bjorkman J.,Clement A.,128,145,0,,,,
Canas G.,Haas T.,44,38,0,,,,
Hernandez O.,Mathieu P.H.,107,16,0,,,,
Ljubicic I.,Melzer J.,31,72,0,,,,
Minar I.,Vassallo-Arguello M.,70,84,0,,,,
Chardy J.,Gil F.,108,110,1,,,,
Mahut N.,Tursunov D.,58,33,0,,,,
Ferrero J.C.,Querrey S.,23,42,1,,,,
Dancevic F.,Nalbandian D.,95,7,1,,,,
Del Potro J.M.,Snobel P.,62,220,1,,,,
Kohlschreiber P.,Verdasco F.,36,18,0,,,,
Peya A.,Zverev M.,191,92,0,,,,
Federer R.,Hrbaty D.,1,273,1,,,,
Daniel M.,Wawrinka S.,76,9,0,,,,
Fognini F.,Safin M.,86,75,0,,,,
Horna L.,Karanusic R.,93,111,0,,,,
Rochus O.,Sela D.,67,66,1,,,,
Ginepri R.,Gonzalez F.,59,14,0,,,,
Berlocq C.,Montanes A.,90,69,0,,,,
Gicquel M.,Nishikori K.,53,103,1,,,,
Reynolds B.,Volandri F.,102,120,1,,,,
Ancic M.,Llodra M.,43,34,1,,,,
Ferrer D.,Stakhovsky S.,5,135,1,,,,
Lee H.T.,Petzschner P.,56,118,0,,,,
Andreev I.,Vanek J.,37,82,1,,,,
Bellucci T.,Kunitsyn I.,68,79,1,,,,
Baghdatis M.,Darcis S.,25,51,1,,,,
Lu Y.H.,Serra F.,71,74,0,,,,
Berrer M.,Djokovic N.,91,3,0,,,,
Falla A.,Hanescu V.,106,81,0,,,,
Karlovic I.,Stadler S.,22,172,0,,,,
Dabul B.,Lopez F.,113,35,0,,,,
Kamke T.,Seppi A.,195,30,0,,,,
Kim K,Soderling R.,181,41,0,,,,
Bogdanovic A.,Bolelli S.,242,46,0,,,,
Johansson T.,Spadea V.,63,99,1,,,,
Haase R.,Hewitt L.,64,27,0,,,,
Berdych T.,Korolev E.,20,78,1,,,,
Bozoljac I.,Guccione C.,197,77,1,,,,
Federer R.,Nadal R.,1,2,1,,,,
Federer R.,Gasquet R.,1,14,1,,,,
Djokovic N.,Nadal R.,5,2,0,,,,
Berdych T.,Nadal R.,11,2,0,,,,
Federer R.,Ferrero J.C.,1,18,1,,,,
Baghdatis M.,Djokovic N.,16,5,0,,,,
Gasquet R.,Roddick A.,14,3,1,,,,
Berdych T.,Bjorkman J.,11,35,1,,,,
Baghdatis M.,Davydenko N.,16,4,1,,,,
Djokovic N.,Hewitt L.,5,19,1,,,,
Nadal R.,Youzhny M.,2,13,1,,,,
Mathieu P.H.,Roddick A.,39,3,0,,,,
Djokovic N.,Kiefer N.,5,1065,1,,,,
Nadal R.,Soderling R.,2,28,1,,,,
Gasquet R.,Tsonga J.W.,14,110,1,,,,
Ferrero J.C.,Tipsarevic J.,18,64,1,,,,
Davydenko N.,Monfils G.,4,73,1,,,,
Canas G.,Hewitt L.,17,19,0,,,,
Baghdatis M.,Nalbandian D.,16,25,1,,,,
Arthurs W.,Bjorkman J.,195,35,0,,,,
Nieminen J.,Youzhny M.,21,13,0,,,,
Berdych T.,Lee H.T.,11,51,1,,,,
Federer R.,Haas T.,1,10,1,,,,
Gasquet R.,Roger-Vasselin E.,14,109,1,,,,
Federer R.,Safin M.,1,24,1,,,,
Roddick A.,Verdasco F.,3,41,1,,,,
Lopez F.,Tsonga J.W.,78,110,0,,,,
Haas T.,Tursunov D.,10,23,1,,,,
Ljubicic I.,Mathieu P.H.,12,39,0,,,,
Blake J.,Ferrero J.C.,9,18,0,,,,
Gonzalez F.,Tipsarevic J.,6,64,0,,,,
Lapentti N.,Tsonga J.W.,63,110,0,,,,
Eschauer W.,Nadal R.,72,2,0,,,,
Bolelli S.,Hewitt L.,65,19,0,,,,
Hernych J.,Ljubicic I.,130,12,0,,,,
Ferrer D.,Mathieu P.H.,15,39,0,,,,
Kiefer N.,Santoro F.,1065,70,1,,,,
Blake J.,Pavel A.,9,122,1,,,,
Qureshi A.,Safin M.,279,24,0,,,,
Chela J.I.,Roger-Vasselin E.,20,109,0,,,,
Monfils G.,Vliegen K.,73,76,1,,,,
Haas T.,Zib T.,10,133,1,,,,
Arthurs W.,Robredo T.,195,7,1,,,,
Del Potro J.M.,Federer R.,56,1,0,,,,
Baghdatis M.,Devilder N.,16,102,1,,,,
Bjorkman J.,Wang Y.T.,35,168,1,,,,
Dancevic F.,Nalbandian D.,113,25,0,,,,
Grosjean S.,Soderling R.,62,28,0,,,,
Calleri A.,Lee H.T.,29,51,0,,,,
Berrer M.,Tursunov D.,94,23,0,,,,
Berdych T.,Llodra M.,11,68,1,,,,
Canas G.,Mirnyi M.,17,57,1,,,,
Delic A.,Djokovic N.,67,5,0,,,,
Ferrero J.C.,Muller G.,18,156,1,,,,
Davydenko N.,Guccione A.,4,96,1,,,,
Henman T.,Lopez F.,74,78,0,,,,
Simon G.,Youzhny M.,55,13,0,,,,
Mayer F.,Nieminen J.,37,21,0,,,,
Falla A.,Gonzalez F.,119,6,0,,,,
Serra F.,Tipsarevic J.,90,64,0,,,,
Seppi A.,Verdasco F.,112,41,0,,,,
Gasquet R.,Mahut N.,14,77,1,,,,
Roddick A.,Udomchoke D.,3,114,1,,,,
Guzman J.,Pavel A.,100,122,0,,,,
Goodall J.,Lopez F.,226,78,0,,,,
Dancevic F.,Koubek S.,113,60,1,,,,
Lee H.T.,Vassallo-Arguello M.,51,89,1,,,,
Djokovic N.,Starace P.,5,47,1,,,,
Llodra M.,Wawrinka S.,68,43,1,,,,
Mayer F.,Warburg S.,37,208,1,,,,
Nalbandian D.,Zverev M.,25,134,1,,,,
Gasquet R.,Ulihrach B.,14,145,1,,,,
Bjorkman J.,Vicente F.,35,165,1,,,,
Bogdanovic A.,Guccione A.,108,96,0,,,,
Canas G.,Navarro-Pastor I.,17,93,1,,,,
Berdych T.,Massu N.,11,52,1,,,,
Hrbaty D.,Seppi A.,33,112,0,,,,
Baker J.,Roger-Vasselin E.,238,109,0,,,,
Monaco J.,Vliegen K.,32,76,0,,,,
Bloomfield R.,Hewitt L.,194,19,0,,,,
Davydenko N.,Korolev E.,4,79,1,,,,
Nieminen J.,Russell M.,21,69,1,,,,
Childs L.,Qureshi A.,408,279,0,,,,
De Voest R.,Safin M.,124,24,0,,,,
Grosjean S.,Marray J.,62,263,1,,,,
Kiefer N.,Volandri F.,1065,27,1,,,,
Johansson T.,Monfils G.,75,73,0,,,,
Calleri A.,Horna L.,29,85,1,,,,
Fish M.,Nadal R.,38,2,0,,,,
Benneteau J.,Tsonga J.W.,54,110,0,,,,
Hernandez O.,Muller G.,50,156,0,,,,
Lu Y.H.,Mirnyi M.,106,57,0,,,,
Bolelli S.,Garcia-Lopez G.,65,58,1,,,,
Eschauer W.,Ramirez-Hidalgo R.,72,95,1,,,,
Devilder N.,Zabaleta M.,102,83,1,,,,
Delic A.,Dlouhy L.,67,107,1,,,,
Baghdatis M.,Gulbis E.,16,82,1,,,,
Del Potro J.M.,Sanguinetti D.,56,105,1,,,,
Gicquel M.,Hernych J.,42,130,0,,,,
Clement A.,Mahut N.,34,77,0,,,,
Almagro N.,Tursunov D.,40,23,0,,,,
Ljubicic I.,Spadea V.,12,66,1,,,,
Henman T.,Moya C.,74,22,1,,,,
Ferrero J.C.,Hajek J.,18,139,1,,,,
Arthurs W.,De Bakker T.,195,391,1,,,,
Kunitsyn I.,Wang Y.T.,91,168,0,,,,
Karlovic I.,Santoro F.,45,70,0,,,,
Cilic M.,Simon G.,101,55,0,,,,
Kim K.,Lapentti N.,117,63,0,,,,
Kendrick R.,Robredo T.,87,7,0,,,,
Becker B.,Chela J.I.,44,20,0,,,,
Pless K.,Youzhny M.,80,13,0,,,,
Rochus O.,Soderling R.,53,28,0,,,,
Andreev I.,Blake J.,59,9,0,,,,
Reynolds B.,Verdasco F.,141,41,0,,,,
Berlocq C.,Udomchoke D.,92,114,0,,,,
Ferrer D.,Roitman S.,15,71,1,,,,
Berrer M.,Montanes A.,94,48,1,,,,
Mathieu P.H.,Stepanek R.,39,61,1,,,,
Falla A.,Querrey S.,119,81,1,,,,
Kohlschreiber P.,Serra F.,30,90,0,,,,
Fleishman Z.,Haas T.,172,10,0,,,,
Federer R.,Gabashvili T.,1,86,1,,,,
Gimelstob J.,Roddick A.,155,3,0,,,,
Ginepri R.,Gonzalez F.,46,6,0,,,,
Hartfield D.,Zib T.,88,133,0,,,,
Peya A.,Tipsarevic J.,103,64,0,,,,
Federer R.,Nadal R.,1,2,1,,,,
Bjorkman J.,Federer R.,59,1,0,,,,
Baghdatis M.,Nadal R.,16,2,0,,,,
Nadal R.,Nieminen J.,2,18,1,,,,
Ancic M.,Federer R.,10,1,0,,,,
Baghdatis M.,Hewitt L.,16,9,1,,,,
Bjorkman J.,Stepanek R.,59,13,1,,,,
Berdych T.,Federer R.,14,1,0,,,,
Labadze I.,Nadal R.,166,2,0,,,,
Ferrer D.,Hewitt L.,19,9,0,,,,
Nieminen J.,Tursunov D.,18,31,1,,,,
Stepanek R.,Verdasco F.,13,30,1,,,,
Bjorkman J.,Mirnyi M.,59,53,1,,,,
Ancic M.,Djokovic N.,10,39,1,,,,
Baghdatis M.,Murray A.,16,44,1,,,,
Ljubicic I.,Tursunov D.,4,31,0,,,,
Murray A.,Roddick A.,44,5,1,,,,
Hewitt L.,Rochus O.,9,29,1,,,,
Agassi A.,Nadal R.,20,2,0,,,,
Fish M.,Labadze I.,86,166,0,,,,
Baghdatis M.,Grosjean S.,16,26,1,,,,
Ancic M.,Wawrinka S.,10,67,1,,,,
Kohlschreiber P.,Nieminen J.,88,18,0,,,,
Ferrer D.,Gonzalez F.,19,11,1,,,,
Bjorkman J.,Bracciali D.,59,54,1,,,,
Ferrero J.C.,Stepanek R.,28,13,0,,,,
Hewitt L.,Lee H.T.,9,102,1,,,,
Benneteau J.,Murray A.,55,44,0,,,,
Blake J.,Mirnyi M.,7,53,0,,,,
Nalbandian D.,Verdasco F.,3,30,0,,,,
Djokovic N.,Youzhny M.,39,41,1,,,,
Federer R.,Mahut N.,1,77,1,,,,
Berdych T.,Haas T.,14,24,1,,,,
Bracciali D.,Galvani S.,54,141,1,,,,
Delgado J.,Grosjean S.,447,26,0,,,,
Falla A.,Kohlschreiber P.,127,88,0,,,,
Fish M.,van Gemerden M.,86,106,1,,,,
Bjorkman J.,Dlouhy L.,59,84,1,,,,
Berdych T.,Santoro F.,14,45,1,,,,
Kendrick R.,Nadal R.,237,2,0,,,,
Mayer F.,Roddick A.,63,5,0,,,,
Gaudio G.,Labadze I.,12,166,0,,,,
Lee M.,Nieminen J.,252,18,0,,,,
Gonzalez F.,Safin M.,11,87,1,,,,
Rochus O.,Zib T.,29,126,1,,,,
Djokovic N.,Robredo T.,39,8,1,,,,
Gimelstob J.,Ljubicic I.,95,4,0,,,,
Agassi A.,Seppi A.,20,68,1,,,,
Ferrer D.,Garcia-Lopez G.,19,91,1,,,,
Martin A.,Tursunov D.,51,31,0,,,,
Baghdatis M.,Pavel A.,16,79,1,,,,
Garcia-Lopez G.,Minar I.,91,109,1,,,,
Malisse X.,Stepanek R.,43,13,0,,,,
Faurel J.C.,Gaudio G.,145,12,0,,,,
Benneteau J.,Phau B.,55,61,1,,,,
Becker B.,Verdasco F.,161,30,0,,,,
Ljubicic I.,Lopez F.,4,49,1,,,,
Baghdatis M.,Mackin A.,16,367,1,,,,
Labadze I.,Peya A.,166,207,1,,,,
Davydenko N.,Falla A.,6,127,0,,,,
Clement A.,Nalbandian D.,57,3,0,,,,
Di Mauro A.,Martin A.,83,51,0,,,,
Ancic M.,Sanguinetti D.,10,69,1,,,,
Hewitt L.,Volandri F.,9,56,1,,,,
Mahut N.,Vliegen K.,77,34,1,,,,
Federer R.,Henman T.,1,64,1,,,,
Grosjean S.,Simon G.,26,46,1,,,,
Ferrer D.,Stadler S.,19,265,1,,,,
Fish M.,Ginepri R.,86,17,1,,,,
Gimelstob J.,Rochus C.,95,70,1,,,,
Tursunov D.,Udomchoke D.,31,97,1,,,,
Mayer F.,Vik R.,63,74,1,,,,
Granollers M.,Pavel A.,218,79,0,,,,
Lee H.T.,Saretta F.,102,112,1,,,,
Bloomfield R.,Haas T.,259,24,0,,,,
Daniel M.,Nieminen J.,80,18,0,,,,
Montanes A.,Zib T.,114,126,0,,,,
Ferrero J.C.,Karanusic R.,28,163,1,,,,
Lee M.,Norman D.,252,118,1,,,,
Calleri A.,Wawrinka S.,58,67,0,,,,
Goodall J.,van Gemerden M.,398,106,0,,,,
Kunitsyn I.,Youzhny M.,105,41,0,,,,
Roddick A.,Tipsarevic J.,5,101,1,,,,
Blake J.,Wang Y.T.,7,99,1,,,,
Mirnyi M.,Philippoussis M.,53,210,1,,,,
Mirnyi M.,Ramirez-Hidalgo R.,53,62,1,,,,
Massu N.,Murray A.,33,44,0,,,,
Rusedski G.,Safin M.,40,87,0,,,,
Moodie W.,Nalbandian D.,73,3,0,,,,
Starace P.,Youzhny M.,76,41,0,,,,
Kohlschreiber P.,Sabau R.,88,131,1,,,,
Bracciali D.,Hrbaty D.,54,22,1,,,,
Ferrero J.C.,Vicente F.,28,100,1,,,,
Clement A.,Portas A.,57,115,1,,,,
Federer R.,Gasquet R.,1,50,1,,,,
Dancevic F.,Stepanek R.,125,13,0,,,,
Kendrick R.,Lu Y.H.,237,119,1,,,,
Djokovic N.,Goldstein P.,39,65,1,,,,
Berdych T.,Hernych J.,14,93,1,,,,
Bogdanovic A.,Nadal R.,135,2,0,,,,
Marach O.,Wang Y.T.,96,99,0,,,,
Kim K.,Sanguinetti D.,108,69,0,,,,
Dorsch B.,Malisse X.,181,43,0,,,,
Haas T.,Vanek J.,24,92,1,,,,
Gonzalez F.,Horna L.,11,52,1,,,,
Muller G.,Rochus O.,66,29,0,,,,
Almagro N.,Ancic M.,47,10,0,,,,
Novak J.,Vliegen K.,110,34,0,,,,
Mahut N.,Melzer J.,77,78,1,,,,
Berlocq C.,Bloomfield R.,89,259,0,,,,
Becker B.,Chela J.I.,161,48,1,,,,
Agassi A.,Pashanski B.,20,71,1,,,,
Bjorkman J.,Johansson T.,59,21,1,,,,
Blake J.,Pless K.,7,139,1,,,,
Karanusic R.,Schuettler R.,163,82,1,,,,
Kunitsyn I.,Monfils G.,105,23,1,,,,
Baker J.,Seppi A.,295,68,0,,,,
Spadea V.,Verdasco F.,75,30,0,,,,
Arthurs W.,Santoro F.,187,45,0,,,,
Greul S.,Robredo T.,85,8,0,,,,
Mathieu P.H.,Philippoussis M.,35,210,0,,,,
Dlouhy L.,Serra F.,84,36,1,,,,
Galvani S.,Waske A.,141,90,1,,,,
Karlovic I.,Wawrinka S.,60,67,0,,,,
Henman T.,Soderling R.,64,37,1,,,,
Calleri A.,Srichaphan P.,58,38,1,,,,
Berrer M.,Delgado J.,116,447,0,,,,
Federer R.,Roddick A.,1,4,1,,,,
Johansson T.,Roddick A.,22,4,0,,,,
Federer R.,Hewitt L.,1,2,1,,,,
Hewitt L.,Lopez F.,2,33,1,,,,
Grosjean S.,Roddick A.,27,4,0,,,,
Federer R.,Gonzalez F.,1,24,1,,,,
Johansson T.,Nalbandian D.,22,19,1,,,,
Gonzalez F.,Youzhny M.,24,34,1,,,,
Coria G.,Roddick A.,18,4,0,,,,
Gasquet R.,Nalbandian D.,20,19,0,,,,
Johansson T.,Mirnyi M.,22,36,1,,,,
Dent T.,Hewitt L.,30,2,0,,,,
Grosjean S.,Tursunov D.,27,152,1,,,,
Ancic M.,Lopez F.,17,33,0,,,,
Federer R.,Ferrero J.C.,1,31,1,,,,
Murray A.,Nalbandian D.,312,19,0,,,,
Gasquet R.,Muller G.,20,69,1,,,,
Johansson T.,Tipsarevic J.,22,108,1,,,,
Andreev I.,Roddick A.,42,4,0,,,,
Djokovic N.,Grosjean S.,128,27,0,,,,
Popp A.,Tursunov D.,134,152,0,,,,
Ferrero J.C.,Mayer F.,31,57,1,,,,
Bjorkman J.,Youzhny M.,97,34,0,,,,
Federer R.,Kiefer N.,1,26,1,,,,
Mirnyi M.,Novak J.,36,28,1,,,,
Coria G.,Melzer J.,18,38,1,,,,
Lopez F.,Safin M.,33,5,1,,,,
Ancic M.,Monfils G.,17,83,1,,,,
Bracciali D.,Roddick A.,120,4,0,,,,
Gonzalez F.,Johansson J.,24,10,1,,,,
Gimelstob J.,Hewitt L.,123,2,0,,,,
Berdych T.,Dent T.,49,30,0,,,,
Muller G.,Nadal R.,69,3,1,,,,
Andreev I.,Sanguinetti D.,42,64,1,,,,
Novak J.,Santoro F.,28,53,1,,,,
Johansson T.,Pavel A.,22,41,1,,,,
Lu Y.H.,Tipsarevic J.,153,108,0,,,,
Henman T.,Tursunov D.,9,152,0,,,,
Arthurs W.,Popp A.,85,134,0,,,,
Coria G.,Malisse X.,18,51,1,,,,
Djokovic N.,Garcia-Lopez G.,128,81,1,,,,
Mirnyi M.,Rochus O.,36,35,1,,,,
Kucera K.,Nalbandian D.,157,19,0,,,,
Grosjean S.,Hanescu V.,27,60,1,,,,
Calatrava A.,Melzer J.,125,38,0,,,,
Murray A.,Stepanek R.,312,13,1,,,,
Elseneer G.,Gasquet R.,191,20,0,,,,
Hrbaty D.,Monfils G.,25,83,0,,,,
Federer R.,Minar I.,1,99,1,,,,
Dent T.,Kim K.,30,71,1,,,,
Berdych T.,Burgsmuller L.,49,91,1,,,,
Lopez F.,Sherwood D.,33,261,1,,,,
Gonzalez F.,Zib T.,24,62,1,,,,
Philippoussis M.,Safin M.,142,5,0,,,,
Mayer F.,Verdasco F.,57,59,1,,,,
Di Mauro A.,Kiefer N.,93,26,0,,,,
Bjorkman J.,Davydenko N.,97,7,1,,,,
Lisnard J.R.,Youzhny M.,98,34,0,,,,
Hernych J.,Hewitt L.,66,2,0,,,,
Ancic M.,Udomchoke D.,17,161,1,,,,
Johansson J.,Rusedski G.,10,40,1,,,,
Gimelstob J.,Massu N.,123,29,1,,,,
Ferrero J.C.,Lee H.T.,31,67,1,,,,
Grosjean S.,Llodra M.,27,75,1,,,,
Bracciali D.,Karlovic I.,120,56,1,,,,
Nadal R.,Spadea V.,3,39,1,,,,
Mirnyi M.,Schuettler R.,36,72,1,,,,
Goldstein P.,Rochus O.,101,35,0,,,,
Johansson T.,Ulihrach B.,22,119,1,,,,
Behrend T.,Coria G.,84,18,0,,,,
Novak J.,Wessels P.,28,79,1,,,,
Ljubicic I.,Melzer J.,16,38,0,,,,
Sanguinetti D.,Seppi A.,64,88,1,,,,
Ferrer D.,Garcia-Lopez G.,15,81,0,,,,
Nalbandian D.,Sluiter R.,19,118,1,,,,
Elseneer G.,Starace P.,191,86,1,,,,
Djokovic N.,Monaco J.,128,68,1,,,,
Calatrava A.,Ketola T.,125,225,1,,,,
Roddick A.,Vanek J.,4,100,1,,,,
Almagro N.,Tursunov D.,77,152,0,,,,
Mantilla F.,Muller G.,76,69,0,,,,
Haas T.,Tipsarevic J.,23,108,0,,,,
Karanusic R.,Pavel A.,179,41,0,,,,
Haehnel J.,Popp A.,106,134,0,,,,
Horna L.,Kucera K.,55,157,0,,,,
Ginepri R.,Stepanek R.,73,13,0,,,,
Gasquet R.,Kohlschreiber P.,20,61,1,,,,
Santoro F.,Wawrinka S.,53,74,1,,,,
Andreev I.,Soderling R.,42,37,1,,,,
Arthurs W.,Volandri F.,85,32,1,,,,
Koubek S.,Udomchoke D.,78,161,0,,,,
Carlsen K.,Hanescu V.,50,60,0,,,,
Clement A.,Lu Y.H.,121,153,0,,,,
Henman T.,Nieminen J.,9,70,1,,,,
Malisse X.,Marray J.,51,272,1,,,,
Bastl G.,Murray A.,146,312,0,,,,
Gonzalez F.,Mackin A.,24,218,1,,,,
Burgsmuller L.,Puerta M.,91,11,1,,,,
Safin M.,Srichaphan P.,5,45,1,,,,
Delgado J.,Ferrero J.C.,212,31,0,,,,
Beck K.,Philippoussis M.,43,142,0,,,,
Davydenko N.,Draper S.,7,787,1,,,,
Hewitt L.,Rochus C.,2,47,1,,,,
Mello R.,Sherwood D.,54,261,0,,,,
Federer R.,Mathieu P.,1,58,1,,,,
Hrbaty D.,Saulnier C.,25,48,1,,,,
Minar I.,Tabara M.,99,109,1,,,,
Acasuso J.,Zib T.,46,62,0,,,,
Johansson J.,Montanes A.,10,82,1,,,,
Garcia A.,Gimelstob J.,169,123,0,,,,
Robredo T.,Verdasco F.,14,59,0,,,,
Di Mauro A.,Goodall J.,93,313,1,,,,
Ancic M.,Summerer T.,17,178,1,,,,
Mayer F.,Ventura S.,57,110,1,,,,
Hernandez O.,Lisnard J.R.,80,98,0,,,,
Martin A.,Rusedski G.,52,40,0,,,,
Berdych T.,Dupuis A.,49,116,1,,,,
Blake J.,Hernych J.,102,66,0,,,,
Bjorkman J.,Morrison J.,97,107,1,,,,
Lopez F.,Phau B.,33,103,1,,,,
Benneteau J.,Kiefer N.,126,26,0,,,,
Dent T.,Norman D.,30,105,1,,,,
Massu N.,Sargsian S.,29,92,1,,,,
Bogdanovic A.,Kim K.,195,71,0,,,,
Baghdatis M.,Youzhny M.,90,34,0,,,,
Enqvist T.,Lee H.T.,131,67,0,,,,
Monfils G.,Okun N.,83,154,1,,,,
Federer R.,Roddick A.,1,2,1,,,,
Federer R.,Grosjean S.,1,13,1,,,,
Ancic M.,Roddick A.,63,2,0,,,,
Roddick A.,Schalken S.,2,23,1,,,,
Grosjean S.,Mayer F.,13,66,1,,,,
Ancic M.,Henman T.,63,6,1,,,,
Federer R.,Hewitt L.,1,10,1,,,,
Johansson J.,Mayer F.,43,66,0,,,,
Schalken S.,Spadea V.,23,30,1,,,,
Hewitt L.,Moya C.,10,7,1,,,,
Henman T.,Philippoussis M.,6,17,1,,,,
Ginepri R.,Grosjean S.,34,13,0,,,,
Federer R.,Karlovic I.,1,62,1,,,,
Popp A.,Roddick A.,90,2,0,,,,
Ancic M.,Malisse X.,63,51,1,,,,
Ferreira W.,Mayer F.,82,66,0,,,,
Gonzalez F.,Philippoussis M.,26,17,0,,,,
Karlovic I.,Lopez F.,62,22,1,,,,
Enqvist T.,Schalken S.,57,23,0,,,,
Beck K.,Malisse X.,71,51,0,,,,
Schuettler R.,Spadea V.,8,30,0,,,,
Carlsen K.,Popp A.,103,90,0,,,,
Federer R.,Johansson T.,1,123,1,,,,
Ancic M.,Hrbaty D.,63,25,1,,,,
Dent T.,Roddick A.,31,2,0,,,,
Arazi H.,Henman T.,39,6,0,,,,
Bjorkman J.,Johansson J.,27,43,0,,,,
Beck K.,Robredo T.,71,19,1,,,,
Mantilla F.,Spadea V.,127,30,0,,,,
Hewitt L.,Ivanisevic G.,10,415,1,,,,
Gambill J.M.,Grosjean S.,84,13,0,,,,
Ferrero J.C.,Ginepri R.,5,34,0,,,,
Henman T.,Heuberger I.,6,137,1,,,,
Carlsen K.,Pavel A.,103,21,1,,,,
Montanes A.,Popp A.,78,90,0,,,,
Hilton M.,Hrbaty D.,479,25,0,,,,
Ferreira W.,Kucera K.,82,76,1,,,,
Moya C.,Tursunov D.,7,70,1,,,,
Dent T.,Pescosolido S.,31,143,1,,,,
Peya A.,Roddick A.,128,2,0,,,,
Martin T.,Schalken S.,72,23,0,,,,
Haas T.,Malisse X.,100,51,0,,,,
Coria G.,Mayer F.,3,66,0,,,,
Elseneer G.,Karlovic I.,99,62,0,,,,
