PlayerA,PlayerB,RankA,RankB,RankDiff,Court,Surface,WinnerBinary
Klizan M.,Youzhny M.,29,61,-32.0,Outdoor,Hard,0
Harrison R.,Mannarino A.,120,54,66.0,Outdoor,Hard,1
Anderson K.,Nishioka Y.,35,85,-50.0,Outdoor,Hard,1
Cilic M.,Dutra Silva R.,9,427,-418.0,Outdoor,Hard,1
Almagro N.,Fucsovics M.,48,155,-107.0,Outdoor,Hard,1
Monfils G.,Muller G.,12,37,-25.0,Outdoor,Hard,1
Baghdatis M.,Bagnis F.,44,90,-46.0,Outdoor,Hard,1
Kukushkin M.,Pouille L.,67,25,42.0,Outdoor,Hard,0
Herbert P.H.,Zverev M.,114,127,-13.0,Outdoor,Hard,0
Chiudinelli M.,Clezar G.,144,203,-59.0,Outdoor,Hard,1
Robert S.,Seppi A.,52,87,-35.0,Outdoor,Hard,0
Escobedo E.,Lacko L.,201,99,102.0,Outdoor,Hard,1
Bellucci T.,Kuznetsov An.,65,47,18.0,Outdoor,Hard,0
Bautista Agut R.,Garcia-Lopez G.,17,50,-33.0,Outdoor,Hard,1
Baker B.,Delbonis F.,312,43,269.0,Outdoor,Hard,0
Fritz T.,Sock J.,53,27,26.0,Outdoor,Hard,0
Lajovic D.,Paire B.,59,34,25.0,Outdoor,Hard,0
McDonald M.,Satral J.,406,226,180.0,Outdoor,Hard,0
Benneteau J.,Ramos-Vinolas A.,248,33,215.0,Outdoor,Hard,0
Andreozzi G.,Tsonga J.W.,133,11,122.0,Outdoor,Hard,0
Duckworth J.,Haase R.,195,62,133.0,Outdoor,Hard,1
Myneni S.,Vesely J.,143,49,94.0,Outdoor,Hard,0
Isner J.,Tiafoe F.,21,125,-104.0,Outdoor,Hard,1
Darcis S.,Thompson J.,106,91,15.0,Outdoor,Hard,1
Elias G.,Stakhovsky S.,60,92,-32.0,Outdoor,Hard,0
Carreno Busta P.,Millman J.,49,81,-32.0,Outdoor,Hard,1
Bautista Agut R.,Carreno Busta P.,17,49,-32.0,Outdoor,Hard,0
Troicki V.,Verdasco F.,35,47,-12.0,Outdoor,Hard,1
Bautista Agut R.,Troicki V.,17,35,-18.0,Outdoor,Hard,1
Baghdatis M.,Bautista Agut R.,44,17,27.0,Outdoor,Hard,0
Johnson S.,Verdasco F.,21,47,-26.0,Outdoor,Hard,0
Querrey S.,Troicki V.,31,35,-4.0,Outdoor,Hard,0
Bautista Agut R.,Lu Y.H.,17,72,-55.0,Outdoor,Hard,1
Carreno Busta P.,Kuznetsov An.,49,42,7.0,Outdoor,Hard,1
Gasquet R.,Millman J.,15,81,-66.0,Outdoor,Hard,0
Fritz T.,Verdasco F.,54,47,7.0,Outdoor,Hard,0
Gasquet R.,Robert S.,15,52,-37.0,Outdoor,Hard,1
Lu Y.H.,Schwartzman D.,72,68,4.0,Outdoor,Hard,1
Anderson K.,Vesely J.,25,48,-23.0,Outdoor,Hard,0
Johnson S.,Rosol L.,21,82,-61.0,Outdoor,Hard,1
Fratangelo B.,Millman J.,116,81,35.0,Outdoor,Hard,0
Carreno Busta P.,Cuevas P.,49,20,29.0,Outdoor,Hard,1
Edmund K.,Troicki V.,85,35,50.0,Outdoor,Hard,0
Kuznetsov An.,Vesely J.,42,48,-6.0,Outdoor,Hard,1
Lu Y.H.,Sousa J.,72,36,36.0,Outdoor,Hard,1
Cuevas P.,Jaziri M.,20,53,-33.0,Outdoor,Hard,1
Schwartzman D.,Simon G.,68,32,36.0,Outdoor,Hard,1
Dzumhur D.,Garcia-Lopez G.,71,50,21.0,Outdoor,Hard,0
Bautista Agut R.,Bedene A.,17,77,-60.0,Outdoor,Hard,1
Fratangelo B.,Lorenzi P.,116,39,77.0,Outdoor,Hard,1
Millman J.,Nishioka Y.,81,86,-5.0,Outdoor,Hard,1
Garcia-Lopez G.,Querrey S.,50,31,19.0,Outdoor,Hard,0
Baghdatis M.,Young D.,44,57,-13.0,Outdoor,Hard,1
Evans D.,Gasquet R.,67,15,52.0,Outdoor,Hard,0
Delbonis F.,Robert S.,43,52,-9.0,Outdoor,Hard,0
Carreno Busta P.,Struff J.L.,49,78,-29.0,Outdoor,Hard,1
Millman J.,Ramos-Vinolas A.,81,33,48.0,Outdoor,Hard,1
Kuznetsov An.,Youzhny M.,42,63,-21.0,Outdoor,Hard,1
Fritz T.,Tiafoe F.,54,124,-70.0,Outdoor,Hard,1
Albot R.,Jaziri M.,98,53,45.0,Outdoor,Hard,0
Herbert P.H.,Young D.,76,57,19.0,Outdoor,Hard,0
Lu Y.H.,Marchenko I.,72,65,7.0,Outdoor,Hard,1
Van Rijthoven T.,Vesely J.,344,48,296.0,Outdoor,Hard,0
Kukushkin M.,Schwartzman D.,66,68,-2.0,Outdoor,Hard,0
Mathieu P.H.,Robert S.,69,52,17.0,Outdoor,Hard,0
Estrella Burgos V.,Rosol L.,84,82,2.0,Outdoor,Hard,0
Bedene A.,Mcgee J.,77,272,-195.0,Outdoor,Hard,1
Duckworth J.,Youzhny M.,199,63,136.0,Outdoor,Hard,0
Edmund K.,Ram R.,85,105,-20.0,Outdoor,Hard,1
Seppi A.,Struff J.L.,88,78,10.0,Outdoor,Hard,0
Murray A.,Raonic M.,2,6,-4.0,Outdoor,Hard,1
Donskoy E.,Fratangelo B.,79,116,-37.0,Outdoor,Hard,0
Cilic M.,Dimitrov G.,14,34,-20.0,Outdoor,Hard,1
Elias G.,Evans D.,61,67,-6.0,Outdoor,Hard,0
Cilic M.,Murray A.,14,2,12.0,Outdoor,Hard,1
Murray A.,Tomic B.,2,21,-19.0,Outdoor,Hard,1
Raonic M.,Thiem D.,6,9,-3.0,Outdoor,Hard,1
Anderson K.,Murray A.,24,2,22.0,Outdoor,Hard,0
Dimitrov G.,Johnson S.,34,23,11.0,Outdoor,Hard,1
Berdych T.,Cilic M.,8,14,-6.0,Outdoor,Hard,0
Cilic M.,Coric B.,14,49,-35.0,Outdoor,Hard,1
Anderson K.,Gasquet R.,24,15,9.0,Outdoor,Hard,1
Dimitrov G.,Wawrinka S.,34,4,30.0,Outdoor,Hard,1
Coric B.,Nadal R.,49,5,44.0,Outdoor,Hard,1
Cilic M.,Verdasco F.,14,45,-31.0,Outdoor,Hard,1
Monaco J.,Murray A.,104,2,102.0,Outdoor,Hard,0
Johnson S.,Tsonga J.W.,23,10,13.0,Outdoor,Hard,1
Berdych T.,Granollers M.,8,46,-38.0,Outdoor,Hard,1
Raonic M.,Sugita Y.,6,102,-96.0,Outdoor,Hard,1
Nishikori K.,Tomic B.,7,21,-14.0,Outdoor,Hard,0
Mahut N.,Sugita Y.,42,102,-60.0,Outdoor,Hard,0
Monfils G.,Thiem D.,11,9,2.0,Outdoor,Hard,0
Benneteau J.,Johnson S.,294,23,271.0,Outdoor,Hard,0
Nishikori K.,Youzhny M.,7,68,-61.0,Outdoor,Hard,1
Baghdatis M.,Monfils G.,44,11,33.0,Outdoor,Hard,0
Millman J.,Thiem D.,91,9,82.0,Outdoor,Hard,0
Donaldson J.,Wawrinka S.,122,4,118.0,Outdoor,Hard,0
Sugita Y.,Zverev A.,102,27,75.0,Outdoor,Hard,1
Granollers M.,Vesely J.,46,50,-4.0,Outdoor,Hard,1
Karlovic I.,Monaco J.,20,104,-84.0,Outdoor,Hard,0
Dimitrov G.,Lopez F.,34,18,16.0,Outdoor,Hard,1
Cuevas P.,Nadal R.,19,5,14.0,Outdoor,Hard,0
Opelka R.,Tsonga J.W.,364,10,354.0,Outdoor,Hard,0
Isner J.,Raonic M.,22,6,16.0,Outdoor,Hard,0
Coric B.,Kyrgios N.,49,16,33.0,Outdoor,Hard,1
Bautista Agut R.,Mahut N.,17,42,-25.0,Outdoor,Hard,0
Goffin D.,Tomic B.,13,21,-8.0,Outdoor,Hard,0
Dimitrov G.,Simon G.,34,31,3.0,Outdoor,Hard,1
Carreno Busta P.,Monfils G.,48,11,37.0,Outdoor,Hard,0
Sousa J.,Tomic B.,36,21,15.0,Outdoor,Hard,0
Fognini F.,Isner J.,38,22,16.0,Outdoor,Hard,0
Lopez F.,Zverev M.,18,133,-115.0,Outdoor,Hard,1
Fritz T.,Youzhny M.,54,68,-14.0,Outdoor,Hard,0
Basilashvili N.,Goffin D.,107,13,94.0,Outdoor,Hard,0
Ramos-Vinolas A.,Verdasco F.,33,45,-12.0,Outdoor,Hard,0
Gasquet R.,Mannarino A.,15,58,-43.0,Outdoor,Hard,1
Jaziri M.,Millman J.,62,91,-29.0,Outdoor,Hard,0
Baghdatis M.,Pospisil V.,44,109,-65.0,Outdoor,Hard,1
Delbonis F.,Johnson S.,43,23,20.0,Outdoor,Hard,0
Kyrgios N.,Pouille L.,16,26,-10.0,Outdoor,Hard,1
Chardy J.,Opelka R.,53,364,-311.0,Outdoor,Hard,0
Coric B.,Paire B.,49,32,17.0,Outdoor,Hard,1
Almagro N.,Donaldson J.,47,122,-75.0,Outdoor,Hard,0
Benneteau J.,Ferrer D.,294,12,282.0,Outdoor,Hard,1
Cuevas P.,Querrey S.,19,29,-10.0,Outdoor,Hard,1
Cilic M.,Troicki V.,14,35,-21.0,Outdoor,Hard,1
Anderson K.,Dolgopolov O.,24,37,-13.0,Outdoor,Hard,1
Karlovic I.,Lopez F.,24,18,6.0,Outdoor,Hard,1
Carreno Busta P.,Lopez F.,55,18,37.0,Outdoor,Hard,0
Karlovic I.,Lajovic D.,24,72,-48.0,Outdoor,Hard,1
Carreno Busta P.,Giraldo S.,55,137,-82.0,Outdoor,Hard,1
Benneteau J.,Lopez F.,361,18,343.0,Outdoor,Hard,0
Granollers M.,Karlovic I.,47,24,23.0,Outdoor,Hard,0
Almagro N.,Lajovic D.,48,72,-24.0,Outdoor,Hard,0
Carreno Busta P.,Krajicek A.,55,130,-75.0,Outdoor,Hard,1
Almagro N.,Garcia-Lopez G.,48,52,-4.0,Outdoor,Hard,1
Granollers M.,Kamke T.,47,144,-97.0,Outdoor,Hard,1
Giraldo S.,Querrey S.,137,29,108.0,Outdoor,Hard,1
Benneteau J.,Zeballos H.,361,73,288.0,Outdoor,Hard,1
Lopez F.,Opelka R.,18,395,-377.0,Outdoor,Hard,1
Karlovic I.,Zverev M.,24,135,-111.0,Outdoor,Hard,1
Lajovic D.,Tomic B.,72,20,52.0,Outdoor,Hard,1
Lajovic D.,Monteiro T.,72,101,-29.0,Outdoor,Hard,1
Giraldo S.,Weintraub A.,137,213,-76.0,Outdoor,Hard,1
Mannarino A.,Zverev M.,66,135,-69.0,Outdoor,Hard,0
Garcia-Lopez G.,Gomez L.,52,529,-477.0,Outdoor,Hard,1
Dolgopolov O.,Zeballos H.,38,73,-35.0,Outdoor,Hard,0
Hank T.,Krajicek A.,567,130,437.0,Outdoor,Hard,0
Granollers M.,Verdasco F.,47,46,1.0,Outdoor,Hard,1
Kamke T.,Smyczek T.,144,114,30.0,Outdoor,Hard,1
Carreno Busta P.,Chardy J.,55,39,16.0,Outdoor,Hard,1
Almagro N.,Rubin N.,48,198,-150.0,Outdoor,Hard,1
Benneteau J.,Donaldson J.,361,122,239.0,Outdoor,Hard,1
Opelka R.,Stakhovsky S.,395,88,307.0,Outdoor,Hard,1
Isner J.,Kyrgios N.,17,18,-1.0,Outdoor,Hard,0
Isner J.,Opelka R.,17,837,-820.0,Outdoor,Hard,1
Fritz T.,Isner J.,60,17,43.0,Outdoor,Hard,0
Kyrgios N.,Nishioka Y.,18,97,-79.0,Outdoor,Hard,1
Kyrgios N.,Verdasco F.,18,48,-30.0,Outdoor,Hard,1
Nishioka Y.,Zeballos H.,97,78,19.0,Outdoor,Hard,1
Opelka R.,Young D.,837,53,784.0,Outdoor,Hard,1
Kamke T.,Zeballos H.,127,78,49.0,Outdoor,Hard,0
Benneteau J.,Verdasco F.,406,48,358.0,Outdoor,Hard,0
Isner J.,Mannarino A.,17,67,-50.0,Outdoor,Hard,1
Donaldson J.,Kyrgios N.,123,18,105.0,Outdoor,Hard,0
Fratangelo B.,Fritz T.,119,60,59.0,Outdoor,Hard,0
Dolgopolov O.,Nishioka Y.,38,97,-59.0,Outdoor,Hard,0
Smyczek T.,Young D.,116,53,63.0,Outdoor,Hard,0
Fritz T.,Smith A.,60,,,Outdoor,Hard,1
Anderson K.,Opelka R.,28,837,-809.0,Outdoor,Hard,0
Benneteau J.,Smith J.P.,406,219,187.0,Outdoor,Hard,1
Evans D.,Nishioka Y.,82,97,-15.0,Outdoor,Hard,0
Fratangelo B.,Sijsling I.,119,114,5.0,Outdoor,Hard,1
Lajovic D.,Verdasco F.,70,48,22.0,Outdoor,Hard,0
Kamke T.,Stakhovsky S.,127,89,38.0,Outdoor,Hard,1
Eubanks C.,Opelka R.,1809,837,972.0,Outdoor,Hard,0
Garcia-Lopez G.,Zeballos H.,52,78,-26.0,Outdoor,Hard,0
Donaldson J.,Groth S.,123,168,-45.0,Outdoor,Hard,1
Mannarino A.,Zverev M.,67,139,-72.0,Outdoor,Hard,1
Krajicek A.,Young D.,131,53,78.0,Outdoor,Hard,0
Monteiro T.,Smyczek T.,101,116,-15.0,Outdoor,Hard,0
Djokovic N.,Monfils G.,1,14,-13.0,Outdoor,Hard,1
Djokovic N.,Nishikori K.,1,6,-5.0,Outdoor,Hard,1
Monfils G.,Raonic M.,14,7,7.0,Outdoor,Hard,1
Nishikori K.,Wawrinka S.,6,5,1.0,Outdoor,Hard,1
Anderson K.,Wawrinka S.,34,5,29.0,Outdoor,Hard,0
Berdych T.,Djokovic N.,8,1,7.0,Outdoor,Hard,0
Djokovic N.,Stepanek R.,1,129,-128.0,Outdoor,Hard,1
Dimitrov G.,Nishikori K.,40,6,34.0,Outdoor,Hard,0
Anderson K.,Tomic B.,34,22,12.0,Outdoor,Hard,1
Berdych T.,Harrison R.,8,144,-136.0,Outdoor,Hard,1
Goffin D.,Monfils G.,11,14,-3.0,Outdoor,Hard,0
Dimitrov G.,Karlovic I.,40,27,13.0,Outdoor,Hard,1
Dimitrov G.,Shapovalov D.,40,370,-330.0,Outdoor,Hard,1
Nishikori K.,Ram R.,6,118,-112.0,Outdoor,Hard,1
Donaldson J.,Raonic M.,147,7,140.0,Outdoor,Hard,0
Sock J.,Wawrinka S.,26,5,21.0,Outdoor,Hard,0
Lu Y.H.,Raonic M.,70,7,63.0,Outdoor,Hard,0
Sock J.,Young D.,26,57,-31.0,Outdoor,Hard,1
Monfils G.,Pospisil V.,14,101,-87.0,Outdoor,Hard,1
Polansky P.,Stepanek R.,247,129,118.0,Outdoor,Hard,0
Harrison R.,Isner J.,144,16,128.0,Outdoor,Hard,1
Cilic M.,Karlovic I.,12,27,-15.0,Outdoor,Hard,0
Diez S.,Tomic B.,192,22,170.0,Outdoor,Hard,0
Pouille L.,Ram R.,23,118,-95.0,Outdoor,Hard,0
Donaldson J.,Fognini F.,147,33,114.0,Outdoor,Hard,1
Wawrinka S.,Youzhny M.,5,61,-56.0,Outdoor,Hard,1
Djokovic N.,Muller G.,1,37,-36.0,Outdoor,Hard,1
Nishikori K.,Novikov D.,6,131,-125.0,Outdoor,Hard,1
Chardy J.,Pospisil V.,39,101,-62.0,Outdoor,Hard,0
Anderson K.,Thiem D.,34,9,25.0,Outdoor,Hard,1
Goffin D.,Querrey S.,11,29,-18.0,Outdoor,Hard,1
Dolgopolov O.,Young D.,38,57,-19.0,Outdoor,Hard,0
Gulbis E.,Ram R.,66,118,-52.0,Outdoor,Hard,0
Monfils G.,Sousa J.,14,36,-22.0,Outdoor,Hard,1
Paire B.,Stepanek R.,28,129,-101.0,Outdoor,Hard,0
Delbonis F.,Novikov D.,43,131,-88.0,Outdoor,Hard,0
Lu Y.H.,Zverev A.,70,25,45.0,Outdoor,Hard,1
Fognini F.,Johnson S.,33,21,12.0,Outdoor,Hard,1
Dancevic F.,Querrey S.,234,29,205.0,Outdoor,Hard,0
Berdych T.,Coric B.,8,53,-45.0,Outdoor,Hard,1
Gomez E.,Pouille L.,318,23,295.0,Outdoor,Hard,0
Fritz T.,Karlovic I.,63,27,36.0,Outdoor,Hard,0
Kyrgios N.,Shapovalov D.,19,370,-351.0,Outdoor,Hard,0
Donaldson J.,Millman J.,147,67,80.0,Outdoor,Hard,1
Muller G.,Tursunov D.,37,433,-396.0,Outdoor,Hard,1
Harrison R.,Kuznetsov An.,144,45,99.0,Outdoor,Hard,1
Kudla D.,Sock J.,102,26,76.0,Outdoor,Hard,0
Anderson K.,Troicki V.,34,35,-1.0,Outdoor,Hard,1
Diez S.,Edmund K.,192,84,108.0,Outdoor,Hard,1
Polansky P.,Smyczek T.,247,119,128.0,Outdoor,Hard,1
Isner J.,Sela D.,16,60,-44.0,Outdoor,Hard,1
Coric B.,Dodig I.,53,79,-26.0,Outdoor,Hard,1
Robert S.,Youzhny M.,58,61,-3.0,Outdoor,Hard,0
Gonzalez A.,Tomic B.,163,22,141.0,Outdoor,Hard,0
Dimitrov G.,Sugita Y.,40,107,-67.0,Outdoor,Hard,1
Fognini F.,Martin A.,39,124,-85.0,Outdoor,Clay,1
Haase R.,Lopez F.,95,21,74.0,Outdoor,Clay,0
Monfils G.,Zverev A.,17,27,-10.0,Outdoor,Hard,1
Karlovic I.,Monfils G.,35,17,18.0,Outdoor,Hard,0
Monfils G.,Querrey S.,17,29,-12.0,Outdoor,Hard,1
Haase R.,Mathieu P.H.,95,60,35.0,Outdoor,Clay,1
Basilashvili N.,Lorenzi P.,123,48,75.0,Outdoor,Clay,0
Elias G.,Fognini F.,72,39,33.0,Outdoor,Clay,0
Johnson S.,Karlovic I.,25,35,-10.0,Outdoor,Hard,0
Paire B.,Zverev A.,24,27,-3.0,Outdoor,Hard,0
Berlocq C.,Martin A.,87,124,-37.0,Outdoor,Clay,0
Brown D.,Lopez F.,99,21,78.0,Outdoor,Clay,0
Muller G.,Paire B.,36,24,12.0,Outdoor,Hard,0
Karlovic I.,Sock J.,35,26,9.0,Outdoor,Hard,1
Isner J.,Johnson S.,16,25,-9.0,Outdoor,Hard,0
Jaziri M.,Zverev A.,63,27,36.0,Outdoor,Hard,0
Haase R.,Monteiro T.,95,110,-15.0,Outdoor,Clay,1
Lorenzi P.,Melzer G.,48,107,-59.0,Outdoor,Clay,1
Carreno Busta P.,Elias G.,56,72,-16.0,Outdoor,Clay,0
Brown D.,Youzhny M.,99,66,33.0,Outdoor,Clay,1
Monteiro T.,Simon G.,110,30,80.0,Outdoor,Clay,1
Berlocq C.,Chardy J.,87,38,49.0,Outdoor,Clay,1
Basilashvili N.,Lajovic D.,123,83,40.0,Outdoor,Clay,1
Coric B.,Monfils G.,53,17,36.0,Outdoor,Hard,0
Dolgopolov O.,Querrey S.,37,29,8.0,Outdoor,Hard,0
Mathieu P.H.,Ramos-Vinolas A.,60,31,29.0,Outdoor,Clay,1
Dzumhur D.,Fognini F.,81,39,42.0,Outdoor,Clay,0
Lopez F.,Ymer E.,21,157,-136.0,Outdoor,Clay,1
Martin A.,Sousa J.,124,32,92.0,Outdoor,Clay,1
Haase R.,Zeballos H.,95,73,22.0,Outdoor,Clay,1
Khachanov K.,Lajovic D.,104,83,21.0,Outdoor,Clay,0
Harrison R.,Johnson S.,158,25,133.0,Outdoor,Hard,0
Baghdatis M.,Millman J.,41,65,-24.0,Outdoor,Hard,1
Coric B.,Sugita Y.,53,106,-53.0,Outdoor,Hard,1
Duckworth J.,Isner J.,205,16,189.0,Outdoor,Hard,0
Lacko L.,Sock J.,102,26,76.0,Outdoor,Hard,0
Baghdatis M.,Isner J.,41,16,25.0,Outdoor,Hard,0
Karlovic I.,Tomic B.,35,19,16.0,Outdoor,Hard,1
Tomic B.,Young D.,19,57,-38.0,Outdoor,Hard,1
Carreno Busta P.,Gabashvili T.,56,101,-45.0,Outdoor,Clay,1
Melzer G.,Melzer J.,107,421,-314.0,Outdoor,Clay,1
Cuevas P.,Elias G.,20,72,-52.0,Outdoor,Clay,0
Lorenzi P.,Struff J.L.,48,86,-38.0,Outdoor,Clay,1
Baker B.,Karlovic I.,437,35,402.0,Outdoor,Hard,0
Bellucci T.,Brown D.,49,99,-50.0,Outdoor,Clay,0
Mayer L.,Sousa J.,117,32,85.0,Outdoor,Clay,0
Basilashvili N.,Pavlasek A.,123,116,7.0,Outdoor,Clay,1
Basic M.,Youzhny M.,139,66,73.0,Outdoor,Clay,0
Evans D.,Sock J.,82,26,56.0,Outdoor,Hard,0
Klizan M.,Martin A.,28,124,-96.0,Outdoor,Clay,0
Fognini F.,Olivo R.,39,109,-70.0,Outdoor,Clay,1
Lajovic D.,Zverev M.,83,146,-63.0,Outdoor,Clay,1
Khachanov K.,Kohlschreiber P.,104,23,81.0,Outdoor,Clay,1
Laaksonen H.,Mathieu P.H.,165,60,105.0,Outdoor,Clay,0
Granollers M.,Pavlasek A.,46,116,-70.0,Outdoor,Clay,0
Carballes Baena R.,Lorenzi P.,103,48,55.0,Outdoor,Clay,0
Lamasine T.,Ramos-Vinolas A.,182,31,151.0,Outdoor,Clay,0
Gimeno-Traver D.,Melzer G.,131,107,24.0,Outdoor,Clay,0
Cacic N.,Chardy J.,761,38,723.0,Outdoor,Clay,0
Lu Y.H.,Monfils G.,71,17,54.0,Outdoor,Hard,0
Fritz T.,Zverev A.,67,27,40.0,Outdoor,Hard,0
Muller G.,Nishioka Y.,36,93,-57.0,Outdoor,Hard,1
Johnson S.,Mannarino A.,25,55,-30.0,Outdoor,Hard,1
Lopez F.,Mertl J.,21,306,-285.0,Outdoor,Clay,1
Harrison R.,Troicki V.,158,34,124.0,Outdoor,Hard,1
Dzumhur D.,Fabbiano T.,81,111,-30.0,Outdoor,Clay,1
Fratangelo B.,Querrey S.,108,29,79.0,Outdoor,Hard,0
Anderson K.,Jaziri M.,33,63,-30.0,Outdoor,Hard,0
Basilashvili N.,Sijsling I.,123,115,8.0,Outdoor,Clay,1
Kravchuk K.,Ymer E.,105,157,-52.0,Outdoor,Clay,0
Donaldson J.,Paire B.,153,24,129.0,Outdoor,Hard,0
Munoz De La Nava D.,Struff J.L.,138,86,52.0,Outdoor,Clay,0
Melzer J.,Thiem D.,421,9,412.0,Outdoor,Clay,1
Basic M.,Istomin D.,139,97,42.0,Outdoor,Clay,1
Berlocq C.,Vesely J.,87,50,37.0,Outdoor,Clay,1
Basilashvili N.,Rosol L.,123,79,44.0,Outdoor,Clay,1
Gonzalez M.,Pavlasek A.,134,116,18.0,Outdoor,Clay,0
Elias G.,Garcia-Lopez G.,72,54,18.0,Outdoor,Clay,1
Gabashvili T.,Serdarusic N.,101,569,-468.0,Outdoor,Clay,1
Carballes Baena R.,Novak D.,103,198,-95.0,Outdoor,Clay,1
Albot R.,Lamasine T.,89,182,-93.0,Outdoor,Clay,0
Santillan A.,Struff J.L.,295,86,209.0,Outdoor,Clay,0
Linzer M.,Vesely J.,354,50,304.0,Outdoor,Clay,0
Berlocq C.,Krajinovic F.,87,142,-55.0,Outdoor,Clay,1
Dimitrov G.,Evans D.,40,82,-42.0,Outdoor,Hard,0
Becker B.,Evans D.,96,82,14.0,Outdoor,Hard,0
Estrella Burgos V.,Thompson J.,74,90,-16.0,Outdoor,Hard,0
Fritz T.,Sela D.,67,62,5.0,Outdoor,Hard,1
Duckworth J.,Smyczek T.,205,120,85.0,Outdoor,Hard,1
Kudla D.,Millman J.,100,65,35.0,Outdoor,Hard,0
Chiudinelli M.,Mathieu P.H.,129,60,69.0,Outdoor,Clay,0
Martin A.,Stakhovsky S.,124,85,39.0,Outdoor,Clay,1
Harrison R.,Robert S.,158,59,99.0,Outdoor,Hard,1
Dutra Silva R.,Lajovic D.,352,83,269.0,Outdoor,Clay,0
Fratangelo B.,Kuznetsov Al.,108,311,-203.0,Outdoor,Hard,1
De Bakker T.,Haase R.,136,95,41.0,Outdoor,Clay,0
Donaldson J.,Millot V.,153,147,6.0,Outdoor,Hard,1
Pospisil V.,Sugita Y.,98,106,-8.0,Outdoor,Hard,0
Kovalik J.,Laaksonen H.,126,165,-39.0,Outdoor,Clay,0
Jaziri M.,Opelka R.,63,155,-92.0,Outdoor,Hard,1
Kravchuk K.,Pella G.,105,51,54.0,Outdoor,Clay,1
Carreno Busta P.,Seppi A.,56,52,4.0,Outdoor,Clay,1
Daniel T.,Melzer J.,113,421,-308.0,Outdoor,Clay,0
Krajicek A.,Lu Y.H.,133,71,62.0,Outdoor,Hard,0
Escobedo E.,Young D.,269,57,212.0,Outdoor,Hard,0
Dolgopolov O.,Thompson J.,37,90,-53.0,Outdoor,Hard,1
Baker B.,Groth S.,437,154,283.0,Outdoor,Hard,1
Ghem A.,Olivo R.,221,109,112.0,Outdoor,Clay,0
Lacko L.,Shapovalov D.,102,371,-269.0,Outdoor,Hard,1
Almagro N.,Dzumhur D.,45,81,-36.0,Outdoor,Clay,0
Klizan M.,Lopez-Perez E.,28,196,-168.0,Outdoor,Clay,1
Mannarino A.,Tiafoe F.,55,156,-101.0,Outdoor,Hard,1
Brown D.,Monaco J.,99,94,5.0,Outdoor,Clay,1
Melzer G.,Montanes A.,107,122,-15.0,Outdoor,Clay,1
Dodig I.,Nishioka Y.,75,93,-18.0,Outdoor,Hard,0
Fabbiano T.,Skugor F.,111,176,-65.0,Outdoor,Clay,1
Velotti A.,Zeballos H.,253,73,180.0,Outdoor,Clay,0
De Schepper K.,Sijsling I.,159,115,44.0,Outdoor,Clay,0
Khachanov K.,Volandri F.,104,226,-122.0,Outdoor,Clay,1
Nikles J.,Youzhny M.,874,66,808.0,Outdoor,Clay,0
Berrer M.,Munoz De La Nava D.,121,138,-17.0,Outdoor,Clay,0
Mayer L.,Mektic N.,117,292,-175.0,Outdoor,Clay,1
Cervantes I.,Gimeno-Traver D.,76,131,-55.0,Outdoor,Clay,0
Bedene A.,Cacic N.,69,761,-692.0,Outdoor,Clay,0
Marti Y.,Mertl J.,391,306,85.0,Outdoor,Clay,0
Bagnis F.,Zverev M.,88,146,-58.0,Outdoor,Clay,0
Brands D.,Ymer E.,135,157,-22.0,Outdoor,Clay,0
Bellier A.,Monteiro T.,538,110,428.0,Outdoor,Clay,0
Ramos-Vinolas A.,Verdasco F.,35,59,-24.0,Outdoor,Clay,1
Cuevas P.,Klizan M.,24,47,-23.0,Outdoor,Clay,0
Karlovic I.,Muller G.,38,39,-1.0,Outdoor,Grass,1
Muller G.,Young D.,39,61,-22.0,Outdoor,Grass,1
Klizan M.,Robert S.,47,83,-36.0,Outdoor,Clay,1
Cuevas P.,Olivo R.,24,153,-129.0,Outdoor,Clay,1
Ferrer D.,Ramos-Vinolas A.,13,35,-22.0,Outdoor,Clay,0
Baghdatis M.,Karlovic I.,43,38,5.0,Outdoor,Grass,0
Elias G.,Verdasco F.,89,59,30.0,Outdoor,Clay,0
Cuevas P.,Mathieu P.H.,24,66,-42.0,Outdoor,Clay,1
Johnson S.,Young D.,25,61,-36.0,Outdoor,Grass,0
Arnaboldi A.,Ramos-Vinolas A.,230,35,195.0,Outdoor,Clay,0
Bagnis F.,Verdasco F.,93,59,34.0,Outdoor,Clay,0
Gimeno-Traver D.,Klizan M.,156,47,109.0,Outdoor,Clay,0
Elias G.,Sousa J.,89,30,59.0,Outdoor,Clay,1
Mannarino A.,Muller G.,55,39,16.0,Outdoor,Grass,0
Kohlschreiber P.,Olivo R.,22,153,-131.0,Outdoor,Clay,0
Brown D.,Ferrer D.,101,13,88.0,Outdoor,Clay,0
Garcia-Lopez G.,Robert S.,56,83,-27.0,Outdoor,Clay,0
Chiudinelli M.,Karlovic I.,136,38,98.0,Outdoor,Grass,0
Gimeno-Traver D.,Medvedev D.,156,215,-59.0,Outdoor,Clay,1
Soderlund C.,Sousa J.,479,30,449.0,Outdoor,Clay,0
Klizan M.,Wessels L.,47,,,Outdoor,Clay,1
Garcia-Lopez G.,Zemlja G.,56,151,-95.0,Outdoor,Clay,1
